FID,NAMELSAD10,State,County,Region,Pop_T,PopDense,Prcnt_U18,Under18,Prcnt_65O,Over65,Prcnt_HHBM,HH_Below50,Prcnt_Lng,PoorEng,Minority,Non_white,Occ_HU,HU,Prcnt_Rent,Renters,Prcnt_NoCa,HH_NoCar,Employment,SV_Index2
1839,Census Tract 779.04,New York,Queens,NYC,6155,65.172752,0.22892,1409.0026,0.118115,726.997825,0.378,803.628,0.253,1389.729,0.565394,3480.00007,0.965194,2126,0.584893,1243.482518,0.08149,173.24774,263,0.396876
1840,Census Tract 779.05,New York,Queens,NYC,2455,36.13634,0.132383,325.000265,0.182892,448.99986,0.374,466.378,0.16,387.04,0.384929,945.000695,0.962687,1247,0.223658,278.901526,0.117077,145.995019,158,0.317203
1841,Census Tract 788,New York,Queens,NYC,1818,38.156691,0.254675,462.99915,0.107811,196.000398,0.423,211.923,0.016,23.36,0.014301,25.999218,0.916667,501,0.354414,177.561414,0.072464,36.304464,99,0.269916
1842,Census Tract 790,New York,Queens,NYC,2549,39.550586,0.283248,721.999152,0.087093,222.000057,0.373,282.734,0.084,179.676,0.012946,32.999354,0.911972,758,0.527003,399.468274,0.065331,49.520898,102,0.293074
1843,Census Tract 792,New York,Queens,NYC,2280,25.658411,0.242982,553.99896,0.129825,296.001,0.349,228.595,0.034,64.43,0.008333,18.99924,0.924242,655,0.316518,207.31929,0.071217,46.647135,521,0.259515
1844,Census Tract 793,New York,Queens,NYC,1,0.004677,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25
1845,Census Tract 799,New York,Queens,NYC,3425,48.395072,0.193577,663.001225,0.116204,397.9987,0.449,475.491,0.416,1517.568,0.133139,456.001075,0.908531,1059,0.433444,459.017196,0.038215,40.469685,4933,0.336014
1846,Census Tract 803.01,New York,Queens,NYC,4382,54.781715,0.198083,867.999706,0.099726,436.999332,0.483,674.268,0.466,1891.96,0.145824,639.000768,0.924104,1396,0.546745,763.25602,0.051363,71.702748,342,0.364356
1847,Census Tract 444,New York,Queens,NYC,3236,14.528471,0.23115,748.0014,0.130408,422.000288,0.763,651.602,0.269,650.442,0.019468,62.998448,0.821555,854,0.59629,509.23166,0.279795,238.94493,2568,0.388833
1848,Census Tract 531,New York,Queens,NYC,3114,29.72375,0.209698,652.999572,0.104367,324.998838,0.502,618.464,0.297,877.635,0.634554,1976.001156,0.91232,1232,0.561354,691.588128,0.127058,156.535456,1989,0.418544
1849,Census Tract 582,New York,Queens,NYC,4490,32.237207,0.211359,949.00191,0.155234,697.00066,0.388,540.096,0.15,734.4,0.037862,170.00038,0.948264,1392,0.367547,511.625424,0.046619,64.893648,314,0.28811
1850,Census Tract 1085,New York,Queens,NYC,2613,23.43628,0.190203,497.000439,0.171068,447.000684,0.372,362.7,0.245,579.67,0.556066,1453.000458,0.945565,975,0.311129,303.350775,0.063363,61.778925,261,0.356799
1851,Census Tract 1093,New York,Queens,NYC,3034,10.8532,0.203032,615.999088,0.216546,657.000564,0.213,226.206,0.23,753.48,0.607779,1844.001486,0.960478,1062,0.091046,96.690852,0.028942,30.736404,726,0.318853
1852,Census Tract 1417,New York,Queens,NYC,4475,20.193718,0.187486,838.99985,0.166034,743.00215,0.373,565.841,0.277,1119.634,0.37743,1688.99925,0.961365,1517,0.23259,352.83903,0.015858,24.056586,306,0.323845
1853,Census Tract 62.01,New York,Queens,NYC,5128,52.260623,0.11564,593.00192,0.301287,1544.999736,0.452,1302.212,0.092,497.628,0.705733,3618.998824,0.945344,2881,0.235357,678.063517,0.145807,420.069967,175,0.374146
1854,Census Tract 62.02,New York,Queens,NYC,6253,21.854993,0.225332,1409.000996,0.150648,942.001944,0.445,1160.56,0.154,1002.386,0.563729,3524.997437,0.941491,2608,0.604671,1576.981968,0.071609,186.756272,580,0.39456
1855,Census Tract 65.01,New York,Queens,NYC,3676,133.520643,0.116703,429.000228,0.0963,353.9988,0.39,689.52,0.247,845.234,0.553047,2033.000772,0.939257,1768,0.950885,1681.16468,0.420121,742.773928,234,0.464164
1856,Census Tract 65.02,New York,Queens,NYC,3853,101.670048,0.137296,529.001488,0.100182,386.001246,0.43,733.58,0.297,1188.297,0.590968,2276.999704,0.89293,1706,0.713018,1216.408708,0.286023,487.955238,672,0.430927
1857,Census Tract 158.01,New York,Queens,NYC,3737,50.186127,0.250201,935.001137,0.101151,378.001287,0.539,523.908,0.135,441.855,0.021943,82.000991,0.94403,972,0.356144,346.171968,0.1159,112.6548,175,0.307921
1858,Census Tract 158.02,New York,Queens,NYC,4398,64.112127,0.218281,959.999838,0.100955,444.00009,0.452,582.628,0.155,692.385,0.030241,132.999918,0.956315,1289,0.489353,630.776017,0.107765,138.909085,627,0.313739
1859,Census Tract 181.01,New York,Queens,NYC,4090,168.516056,0.166015,679.00135,0.0978,400.002,0.632,1154.032,0.479,1832.654,0.331296,1355.00064,0.952246,1826,0.946356,1728.046056,0.269906,492.848356,187,0.484327
1860,Census Tract 181.02,New York,Queens,NYC,3928,164.770304,0.12831,504.00168,0.123218,484.000304,0.45,850.5,0.332,1201.84,0.495418,1946.001904,0.960357,1890,0.861522,1628.27658,0.358015,676.64835,248,0.463605
1861,Census Tract 185.01,New York,Queens,NYC,3611,148.3257,0.148989,537.999279,0.113819,411.000409,0.495,802.89,0.286,919.49,0.374412,1352.001732,0.940901,1622,0.743942,1206.673924,0.237956,385.964632,74,0.417627
1862,Census Tract 185.02,New York,Queens,NYC,3633,149.4293,0.166254,604.000782,0.107625,391.001625,0.378,557.172,0.286,931.216,0.394165,1432.001445,0.954059,1474,0.851745,1255.47213,0.324488,478.295312,171,0.432792
1863,Census Tract 253.01,New York,Queens,NYC,4591,145.806239,0.158135,725.997785,0.100414,461.000674,0.487,958.903,0.421,1902.078,0.311915,1432.001765,0.940608,1969,0.885677,1743.898013,0.319241,628.585529,447,0.452999
1864,Census Tract 253.02,New York,Queens,NYC,2876,114.046951,0.187761,540.000636,0.089708,258.000208,0.502,550.192,0.349,874.245,0.232615,669.00074,0.930252,1096,0.923735,1012.41356,0.266926,292.550896,296,0.43525
1865,Census Tract 269.02,New York,Queens,NYC,4444,230.3035,0.192394,854.998936,0.096085,427.00174,0.596,923.8,0.539,2507.428,0.048605,216.00062,0.961931,1550,0.783427,1214.31185,0.17554,272.087,160,0.424123
1866,Census Tract 309.03,New York,Queens,NYC,6743,77.588927,0.226754,1529.002222,0.114192,769.996656,0.476,816.816,0.438,2526.384,0.129171,871.000053,0.927427,1716,0.397081,681.390996,0.107481,184.437396,764,0.352013
1867,Census Tract 309.04,New York,Queens,NYC,3712,37.168206,0.226832,842.000384,0.137931,511.999872,0.448,560,0.358,1355.388,0.265086,983.999232,0.930075,1250,0.596184,745.23,0.082001,102.50125,2318,0.380514
1868,Census Tract 86,New York,Queens,NYC,2811,34.886595,0.227321,638.999331,0.109214,307.000554,0.374,312.664,0.157,389.831,0.401992,1129.999512,0.943337,836,0.37905,316.8858,0.058402,48.824072,297,0.33129
1869,Census Tract 87,New York,Queens,NYC,4582,83.996876,0.30969,1418.99958,0.086643,396.998226,0.835,1260.85,0.205,782.485,0.06089,278.99798,0.96713,1510,0.997342,1505.98642,0.291133,439.61083,1116,0.469104
1870,Census Tract 88,New York,Queens,NYC,3095,28.141951,0.219386,678.99967,0.11147,344.99965,0.312,346.008,0.116,367.024,0.513732,1590.00054,0.954545,1109,0.227852,252.687868,0.069767,77.371603,117,0.315594
1871,Census Tract 91,New York,Queens,NYC,2796,65.511383,0.154506,431.998776,0.103362,289.000152,0.369,447.228,0.195,497.25,0.521817,1459.000332,0.894548,1212,0.67937,823.39644,0.213998,259.365576,66,0.39145
1872,Census Tract 94,New York,Queens,NYC,2834,66.028055,0.237474,673.001316,0.083627,236.998918,0.488,423.584,0.185,516.705,0.083275,236.00135,0.955654,868,0.615541,534.289588,0.113336,98.375648,167,0.345238
1873,Census Tract 95,New York,Queens,NYC,2289,56.309403,0.133683,306.000387,0.132809,303.999801,0.396,428.472,0.229,624.941,0.713849,1634.000361,0.913043,1082,0.687018,743.353476,0.175789,190.203698,43,0.422649
1874,Census Tract 96,New York,Queens,NYC,3135,61.446842,0.234769,736.000815,0.092504,290.00004,0.421,369.217,0.131,415.794,0.099522,312.00147,0.947368,877,0.279228,244.882956,0.125816,110.340632,85,0.291401
1875,Census Tract 97,New York,Queens,NYC,3580,71.791737,0.124302,445.00116,0.130168,466.00144,0.334,522.71,0.168,576.912,0.745251,2667.99858,0.934503,1565,0.589311,922.271715,0.156681,245.205765,118,0.397777
1876,Census Tract 98,New York,Queens,NYC,2688,80.132606,0.219122,588.999936,0.072545,195.00096,0.404,273.508,0.081,196.668,0.058408,157.000704,0.957606,677,0.549493,372.006761,0.163289,110.546653,152,0.313183
1877,Census Tract 99,New York,Queens,NYC,3,0.063652,0,0,0,0,0,0,0,0,0.333333,0.999999,0,0,0,0,0,0,0,0.041667
1878,Census Tract 100,New York,Queens,NYC,3571,64.701909,0.231588,827.000748,0.08009,286.00139,0.289,267.614,0.127,439.293,0.109493,390.999503,0.962999,926,0.286522,265.319372,0.086748,80.328648,65,0.27168
1879,Census Tract 101,New York,Queens,NYC,2552,59.780971,0.14185,362.0012,0.140282,357.999664,0.426,455.82,0.225,534.375,0.68652,1751.99904,0.927536,1070,0.577206,617.61042,0.17116,183.1412,84,0.411944
1880,Census Tract 102,New York,Queens,NYC,2677,50.656583,0.241688,646.998776,0.10833,289.99941,0.435,324.075,0.119,329.273,0.081434,217.998818,0.952503,745,0.375603,279.824235,0.076154,56.73473,105,0.298714
1881,Census Tract 103,New York,Queens,NYC,3934,68.975502,0.139298,547.998332,0.12786,503.00124,0.495,963.765,0.246,880.926,0.617184,2428.001856,0.938816,1947,0.703953,1370.596491,0.207583,404.164101,199,0.434462
1882,Census Tract 104,New York,Queens,NYC,3147,68.295846,0.226565,713.000055,0.082618,259.998846,0.413,351.463,0.115,399.625,0.070861,222.999567,0.895918,851,0.382353,325.382403,0.100228,85.294028,142,0.285818
1883,Census Tract 105,New York,Queens,NYC,4244,87.927916,0.20311,861.99884,0.126532,537.001808,0.52,922.48,0.259,1094.793,0.407163,1727.999772,0.941375,1774,0.888267,1575.785658,0.135916,241.114984,91,0.43517
1884,Census Tract 106,New York,Queens,NYC,3427,80.162052,0.230231,789.001637,0.095711,328.001597,0.443,374.778,0.244,775.676,0.045521,156.000467,0.922222,846,0.416766,352.584036,0.090419,76.494474,231,0.310984
1885,Census Tract 107.01,New York,Queens,NYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,0
1886,Census Tract 108,New York,Queens,NYC,2980,76.518718,0.257047,766.00006,0.069799,208.00102,0.416,358.592,0.168,577.584,0.051678,154.00044,0.942556,862,0.463125,399.21375,0.0551,47.4962,92,0.302913
1887,Census Tract 110,New York,Queens,NYC,3075,75.398635,0.255935,787.000125,0.076748,236.0001,0.559,443.846,0.204,637.092,0.065691,201.999825,0.944507,794,0.414172,328.852568,0.077581,61.599314,81,0.324704
1888,Census Tract 111,New York,Queens,NYC,3050,81.884401,0.16918,515.999,0.138689,423.00145,0.292,348.356,0.197,556.722,0.57541,1755.0005,0.936154,1193,0.573246,683.882478,0.189233,225.754969,298,0.383864
1889,Census Tract 803.02,New York,Queens,NYC,3504,32.395973,0.171518,600.999072,0.15097,528.99888,0.482,482.964,0.353,994.048,0.287957,1009.001328,0.959965,1002,0.300132,300.732264,0.09497,95.15994,86,0.350064
1890,Census Tract 809,New York,Queens,NYC,6850,27.51483,0.196496,1345.9976,0.141606,970.0011,0.423,1121.796,0.213,1390.038,0.555036,3801.9966,0.955809,2652,0.33529,889.18908,0.105798,280.576296,705,0.365754
1891,Census Tract 814,New York,Queens,NYC,3543,39.049766,0.266159,943.001337,0.099915,353.998845,0.432,399.6,0.081,247.86,0.016653,59.001579,0.901536,925,0.303966,281.16855,0.038753,35.846525,115,0.267498
1892,Census Tract 818,New York,Queens,NYC,3478,37.402459,0.240656,837.001568,0.101208,352.001424,0.479,508.698,0.126,481.194,0.046578,161.998284,0.914623,1062,0.253282,268.985484,0.06899,73.26738,224,0.278792
1893,Census Tract 837,New York,Queens,NYC,5388,28.110758,0.173719,935.997972,0.145694,784.999272,0.482,819.882,0.479,2540.137,0.137342,739.998696,0.941671,1701,0.190529,324.089829,0.0692,117.7092,211,0.327394
1894,Census Tract 838,New York,Queens,NYC,4970,40.600516,0.223139,1109.00083,0.102616,510.00152,0.351,590.382,0.17,914.94,0.150905,749.99785,0.946507,1682,0.19189,322.75898,0.027437,46.149034,130,0.270437
1895,Census Tract 840,New York,Queens,NYC,6478,46.105428,0.240043,1554.998554,0.101266,656.001148,0.462,933.24,0.122,758.474,0.090306,585.002268,0.949264,2020,0.253144,511.35088,0.053593,108.25786,454,0.283952
1896,Census Tract 845,New York,Queens,NYC,5318,114.332607,0.147236,783.001048,0.237119,1260.998842,0.656,1280.512,0.521,2413.272,0.097405,517.99979,0.970023,1952,0.82605,1612.4496,0.222104,433.547008,209,0.459617
1897,Census Tract 846.01,New York,Queens,NYC,2730,33.195808,0.218681,596.99913,0.114286,312.00078,0.363,336.138,0.095,278.35,0.187546,512.00058,0.919957,926,0.221413,205.028438,0.039595,36.66497,55,0.269935
1898,Census Tract 846.02,New York,Queens,NYC,1053,5.873285,0.287749,302.999697,0.082621,86.999913,0.465,119.04,0.35,349.3,0.134853,142.000209,0.928302,256,0.53118,135.98208,0.099109,25.371904,435,0.359852
1899,Census Tract 853,New York,Queens,NYC,5764,119.483424,0.138446,798.002744,0.14365,827.9986,0.629,1152.957,0.587,2512.947,0.041291,238.001324,0.961093,1833,0.640514,1174.062162,0.309933,568.107189,2173,0.431366
1900,Census Tract 855,New York,Queens,NYC,6649,206.180028,0.149496,993.998904,0.143179,951.997171,0.526,1332.884,0.628,4089.536,0.076252,506.999548,0.969057,2534,0.844144,2139.060896,0.25976,658.23184,295,0.449486
1901,Census Tract 857,New York,Queens,NYC,5953,181.791972,0.166303,990.001759,0.149672,890.997416,0.654,1240.638,0.599,3838.991,0.064505,383.998265,0.972308,1897,0.787458,1493.807826,0.177118,335.992846,2205,0.446296
1902,Census Tract 859,New York,Queens,NYC,5873,162.545841,0.166525,978.001325,0.117487,690.001151,0.607,1195.79,0.551,2841.507,0.093989,551.997397,0.92485,1970,0.658834,1297.90298,0.210018,413.73546,263,0.416213
1903,Census Tract 861,New York,Queens,NYC,2370,64.461851,0.150211,356.00007,0.126582,299.99934,0.446,408.536,0.511,1290.275,0.119831,283.99947,0.957255,916,0.435509,398.926244,0.145688,133.450208,233,0.36151
1904,Census Tract 863,New York,Queens,NYC,7277,204.289897,0.149375,1087.001875,0.122441,891.003157,0.669,1813.659,0.674,4674.19,0.05964,434.00028,0.96405,2711,0.855903,2320.353033,0.223804,606.732644,353,0.464777
1905,Census Tract 864,New York,Queens,NYC,2634,9.700395,0.240699,634.001166,0.088838,233.999292,0.383,288.016,0.181,423.178,0.20615,542.9991,0.937055,752,0.364859,274.373968,0.1064,80.0128,538,0.3135
1906,Census Tract 865,New York,Queens,NYC,4514,116.525494,0.10257,463.00098,0.21245,958.9993,0.68,1282.48,0.693,2942.478,0.149092,673.001288,0.943681,1886,0.882299,1664.015914,0.308101,581.078486,703,0.496399
1907,Census Tract 871,New York,Queens,NYC,1752,17.789129,0.22032,386.00064,0.111872,195.999744,0.86,632.96,0.393,712.116,0.03653,64.00056,0.406329,736,0.90439,665.63104,0.557073,410.005728,4963,0.436189
1908,Census Tract 884,New York,Queens,NYC,7337,18.051124,0.193812,1421.998644,0.180728,1326.001336,0.393,1085.073,0.073,523.264,0.851302,6246.002774,0.926821,2761,0.241857,667.767177,0.049664,137.122304,492,0.363773
1909,Census Tract 383.02,New York,Queens,NYC,56,0.045024,0.017857,0.999992,0,0,0,0,0.267,28.035,0.25,14,1,18,1,18,0,0,1195,0.316857
1910,Census Tract 437.01,New York,Queens,NYC,3381,91.54586,0.195504,660.999024,0.216504,732.000024,0.517,399.124,0.349,1089.927,0.174505,590.001405,0.927639,772,0.622067,480.235724,0.093475,72.1627,624,0.386962
1911,Census Tract 437.02,New York,Queens,NYC,6476,140.869925,0.221124,1431.999024,0.114268,739.999568,0.623,1290.233,0.41,2245.57,0.072884,471.996784,0.936598,2071,0.606154,1255.344934,0.150593,311.878103,112,0.391828
1912,Census Tract 443.01,New York,Queens,NYC,4033,122.579351,0.246219,993.001227,0.142574,575.000942,0.746,1048.876,0.439,1451.773,0.056782,229.001806,0.947086,1406,0.886003,1245.720218,0.316883,445.537498,125,0.472568
1913,Census Tract 443.02,New York,Queens,NYC,5223,76.040344,0.23722,1239.00006,0.09573,499.99779,0.483,616.791,0.514,2154.688,0.033889,177.002247,0.965851,1277,0.633123,808.498071,0.160875,205.437375,649,0.390461
1914,Census Tract 613.02,New York,Queens,NYC,19,0.158135,0.105263,1.999997,0,0,0,0,0,0,0.789474,15.000006,0.916667,3,0,0,0,0,195,0.226425
1915,Census Tract 713.03,New York,Queens,NYC,4973,139.206168,0.144179,717.002167,0.166901,829.998673,0.343,886.312,0.161,751.709,0.641665,3191.000045,0.938606,2584,0.697486,1802.303824,0.325629,841.425336,321,0.427308
1916,Census Tract 713.04,New York,Queens,NYC,6136,153.082173,0.132823,815.001928,0.23191,1422.99976,0.426,1260.108,0.349,2021.408,0.708442,4347.000112,0.970707,2958,0.623553,1844.469774,0.246279,728.493282,1735,0.461089
1917,Census Tract 713.05,New York,Queens,NYC,4871,148.794796,0.148635,724.001085,0.157052,765.000292,0.329,776.44,0.185,824.36,0.567029,2761.998259,0.955871,2360,0.804659,1898.99524,0.256028,604.22608,620,0.425409
1918,Census Tract 713.06,New York,Queens,NYC,5811,137.627357,0.162278,942.997458,0.141972,824.999292,0.437,1199.128,0.243,1401.867,0.544657,3165.001827,0.944674,2744,0.666013,1827.539672,0.249673,685.102712,347,0.423658
1919,Census Tract 717.01,New York,Queens,NYC,5161,102.840656,0.144352,745.000672,0.212362,1096.000282,0.477,1155.294,0.335,1593.595,0.58012,2993.99932,0.94849,2422,0.578376,1400.826672,0.295016,714.528752,4799,0.446339
1920,Census Tract 717.02,New York,Queens,NYC,3921,73.91393,0.148432,582.001872,0.183882,721.001322,0.586,1145.044,0.376,1374.28,0.402193,1576.998753,0.951107,1954,0.432832,845.753728,0.24492,478.57368,624,0.415671
1921,Census Tract 757.01,New York,Queens,NYC,4678,95.97407,0.127405,596.00059,0.169944,794.998032,0.339,831.228,0.155,696.26,0.528217,2470.999126,0.929249,2452,0.383495,940.32974,0.275644,675.879088,10842,0.363494
1922,Census Tract 757.02,New York,Queens,NYC,4481,51.003328,0.137469,615.998589,0.258201,1156.998681,0.295,666.11,0.187,823.922,0.630216,2823.997896,0.920182,2258,0.433879,979.698782,0.245909,555.262522,396,0.388482
1923,Census Tract 779.06,New York,Queens,NYC,3633,51.346495,0.213047,773.999751,0.137903,501.001599,0.55,694.1,0.239,679.955,0.558216,2027.998728,0.953473,1262,0.502169,633.737278,0.109776,138.537312,434,0.407948
1924,Census Tract 779.07,New York,Queens,NYC,3193,60.583224,0.284372,907.999796,0.09834,313.99962,0.449,472.797,0.199,603.766,0.720013,2299.001509,0.964423,1053,0.63712,670.88736,0.086632,91.223496,604,0.429862
1925,Census Tract 779.08,New York,Queens,NYC,3755,75.41617,0.252996,949.99998,0.066844,250.99922,0.584,768.544,0.194,662.316,0.35526,1334.0013,0.939588,1316,0.912884,1201.355344,0.152805,201.09138,83,0.432297
1926,Census Tract 797.01,New York,Queens,NYC,7055,256.497838,0.168533,1189.000315,0.186251,1314.000805,0.487,1360.191,0.46,2951.82,0.086038,606.99809,0.950169,2793,0.783585,2188.552905,0.27093,756.70749,246,0.424063
1927,Census Tract 934.01,New York,Queens,NYC,3789,29.829056,0.206123,781.000047,0.175508,664.999812,0.275,422.95,0.041,166.46,0.911058,3451.998762,0.917408,1538,0.191235,294.11943,0.029382,45.189516,1483,0.343339
1928,Census Tract 112,New York,Queens,NYC,2358,50.369226,0.246819,581.999202,0.110687,260.999946,0.554,342.372,0.169,375.856,0.1743,410.9994,0.930263,618,0.574026,354.748068,0.119048,73.571664,1200,0.359768
1929,Census Tract 113,New York,Queens,NYC,4234,95.897229,0.12565,532.0021,0.132971,562.999214,0.337,641.311,0.301,1460.753,0.587152,2486.001568,0.942727,1903,0.565965,1077.031395,0.211858,403.165774,1882,0.40054
1930,Census Tract 114,New York,Queens,NYC,1330,44.289464,0.276692,368.00036,0.081203,107.99999,0.511,171.185,0.258,236.328,0.128571,170.99943,0.909739,335,0.480885,161.096475,0.143863,48.194105,451,0.348744
1931,Census Tract 115,New York,Queens,NYC,2325,50.706922,0.11914,277.0005,0.113118,262.99935,0.516,575.856,0.316,780.204,0.653763,1519.998975,0.910999,1116,0.757972,845.896752,0.29005,323.6958,932,0.45963
