Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Civilian Employed Population 16 Years and Over in Households that Have a Computer,Total Civilian Household Population 16 Years and Over,Population 16 Years and Over in the Civilian Labor Force in Households,Civilian Employed Population 16 Years and Over in Households,Civilian Employed Population 16 Years and Over in Households that Have a Computer with Dial-up Internet Subscription Alone,Civilian Employed Population 16 Years and Over in Households that Have a Computer with a Broadband Internet Subscription,Civilian Employed Population 16 Years and Over in Households that Have a Computer without an Internet Subscription,Civilian Employed Population 16 Years and Over in Households that Have No Computer,Civilian Unemployed Population 16 Years and Over in Households,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer with dial-up Internet Subscription Alone,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer with a Broadband Internet Subscription,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer without an Internet Subscription,Civilian Unemployed Population 16 Years and Over in Households that Have No Computer,Population 16 Years and Over in Households who are Not in the Labor Force in Households,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer with dial-up Internet Subscription Alone,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer with a Broadband Internet Subscription,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer without an Internet Subscription,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have No Computer,Population 16 Years and Over in Households that Have No Computer,Percent of Civilian Population 16 Years and Over in Households that Have No Computer,Percent of Civilian Employed Population 16 Years and Over in Households that Have No Computer,Percent of Civilian Unemployed Population 16 Years and Over in Households that Have No Computer,Percent of Population 16 Years and Over who are Not in the Labor Force in Households that Have No Computer,Shape Area,Shape Length
48438,10457,10457,36005038100,151507,0,Census Tract 381,New York,Bronx County,3064,5036,3430,3157,0,2400,664,93,273,262,0,262,0,11,1606,1388,0,1115,273,218,322,6.4,2.9,4.0,13.6,265066.13671875,2738.74957096261
48439,10469,10469,36005038200,157168,0,Census Tract 382,New York,Bronx County,1112,2145,1343,1155,0,887,225,43,188,162,0,98,64,26,802,681,0,461,220,121,190,8.9,3.7,13.8,15.1,275178.0,3179.36025173335
48440,10457,10457,36005038301,94777,0,Census Tract 383.01,New York,Bronx County,2021,3702,2457,2179,0,1682,339,158,278,278,0,252,26,0,1245,1103,0,857,246,142,300,8.1,7.3,0.0,11.4,165839.625,1669.51170344957
48440,10458,10458,36005038301,94777,0,Census Tract 383.01,New York,Bronx County,2021,3702,2457,2179,0,1682,339,158,278,278,0,252,26,0,1245,1103,0,857,246,142,300,8.1,7.3,0.0,11.4,165839.625,1669.51170344957
48441,10457,10457,36005038302,145689,0,Census Tract 383.02,New York,Bronx County,1751,4176,2305,1807,0,1375,376,56,498,498,0,431,67,0,1871,1482,0,1229,253,389,445,10.7,3.1,0.0,20.8,254926.7265625,3250.90183036594
48441,10458,10458,36005038302,145689,0,Census Tract 383.02,New York,Bronx County,1751,4176,2305,1807,0,1375,376,56,498,498,0,431,67,0,1871,1482,0,1229,253,389,445,10.7,3.1,0.0,20.8,254926.7265625,3250.90183036594
48442,10457,10457,36005038500,189195,0,Census Tract 385,New York,Bronx County,1387,3384,1758,1529,0,1167,220,142,229,229,0,196,33,0,1626,1298,0,1067,231,328,470,13.9,9.3,0.0,20.2,331041.88671875,3076.91092219261
48442,10458,10458,36005038500,189195,0,Census Tract 385,New York,Bronx County,1387,3384,1758,1529,0,1167,220,142,229,229,0,196,33,0,1626,1298,0,1067,231,328,470,13.9,9.3,0.0,20.2,331041.88671875,3076.91092219261
48443,10466,10466,36005038600,409291,0,Census Tract 386,New York,Bronx County,3821,6950,4204,3996,0,3248,573,175,208,208,0,188,20,0,2746,2225,0,2041,184,521,696,10.0,4.4,0.0,19.0,716663.57421875,3921.2364530766204
48443,10469,10469,36005038600,409291,0,Census Tract 386,New York,Bronx County,3821,6950,4204,3996,0,3248,573,175,208,208,0,188,20,0,2746,2225,0,2041,184,521,696,10.0,4.4,0.0,19.0,716663.57421875,3921.2364530766204
48444,10458,10458,36005038700,188318,0,Census Tract 387,New York,Bronx County,1354,2828,1911,1420,0,1157,197,66,491,451,0,416,35,40,917,780,0,725,55,137,243,8.6,4.6,8.1,14.9,329530.39453125,2503.08255280814
48445,10469,10469,36005038800,148659,0,Census Tract 388,New York,Bronx County,1067,2205,1483,1295,0,931,136,228,188,166,0,150,16,22,722,564,0,523,41,158,408,18.5,17.6,11.7,21.9,260297.70703125,2074.41119684756
48446,10458,10458,36005038900,170340,0,Census Tract 389,New York,Bronx County,2028,3976,2482,2142,0,1820,208,114,340,321,0,276,45,19,1494,1133,0,910,223,361,494,12.4,5.3,5.6,24.2,298053.1328125,2183.20546295328
48447,10467,10467,36005039000,181646,0,Census Tract 390,New York,Bronx County,1180,2297,1585,1249,0,1023,157,69,336,270,0,239,31,66,712,576,0,543,33,136,271,11.8,5.5,19.6,19.1,318074.55859375,2316.66674489031
48448,10457,10457,36005039100,205723,0,Census Tract 391,New York,Bronx County,2782,5347,3244,2975,0,2445,337,193,269,217,0,162,55,52,2103,1856,0,1502,354,247,492,9.2,6.5,19.3,11.7,359933.00390625,2372.98755913608
48448,10458,10458,36005039100,205723,0,Census Tract 391,New York,Bronx County,2782,5347,3244,2975,0,2445,337,193,269,217,0,162,55,52,2103,1856,0,1502,354,247,492,9.2,6.5,19.3,11.7,359933.00390625,2372.98755913608
48449,10467,10467,36005039200,96134,0,Census Tract 392,New York,Bronx County,770,1319,957,839,0,697,73,69,118,79,0,59,20,39,362,304,0,289,15,58,166,12.6,8.2,33.1,16.0,168344.61328125,1651.60928788278
48450,10457,10457,36005039300,181726,0,Census Tract 393,New York,Bronx County,2277,6382,3090,2445,32,1649,596,168,645,607,0,353,254,38,3292,2527,22,1833,672,765,971,15.2,6.9,5.9,23.2,317938.2578125,3110.30728273144
48450,10458,10458,36005039300,181726,0,Census Tract 393,New York,Bronx County,2277,6382,3090,2445,32,1649,596,168,645,607,0,353,254,38,3292,2527,22,1833,672,765,971,15.2,6.9,5.9,23.2,317938.2578125,3110.30728273144
48450,10460,10460,36005039300,181726,0,Census Tract 393,New York,Bronx County,2277,6382,3090,2445,32,1649,596,168,645,607,0,353,254,38,3292,2527,22,1833,672,765,971,15.2,6.9,5.9,23.2,317938.2578125,3110.30728273144
48451,10466,10466,36005039400,145220,0,Census Tract 394,New York,Bronx County,1864,3870,2365,2056,0,1578,286,192,309,272,0,272,0,37,1505,1190,0,994,196,315,544,14.1,9.3,12.0,20.9,254329.65234375,2244.6527030681
48451,10467,10467,36005039400,145220,0,Census Tract 394,New York,Bronx County,1864,3870,2365,2056,0,1578,286,192,309,272,0,272,0,37,1505,1190,0,994,196,315,544,14.1,9.3,12.0,20.9,254329.65234375,2244.6527030681
48452,10457,10457,36005039500,409402,0,Census Tract 395,New York,Bronx County,1360,2879,1776,1556,0,1180,180,196,220,175,0,153,22,45,1103,709,0,451,258,394,635,22.1,12.6,20.5,35.7,716177.56640625,4667.63228028649
48453,10466,10466,36005039600,223225,0,Census Tract 396,New York,Bronx County,1574,3402,1954,1747,0,1478,96,173,207,184,0,149,35,23,1448,1072,0,766,306,376,572,16.8,9.9,11.1,26.0,390918.91015625,2513.96235400596
48453,10467,10467,36005039600,223225,0,Census Tract 396,New York,Bronx County,1574,3402,1954,1747,0,1478,96,173,207,184,0,149,35,23,1448,1072,0,766,306,376,572,16.8,9.9,11.1,26.0,390918.91015625,2513.96235400596
48454,10458,10458,36005039700,518180,0,Census Tract 397,New York,Bronx County,468,994,581,507,0,453,15,39,74,74,0,74,0,0,413,263,0,257,6,150,189,19.0,7.7,0.0,36.3,906842.1015625,4497.8028218932395
48455,10466,10466,36005039800,201853,0,Census Tract 398,New York,Bronx County,1675,2951,2068,1824,0,1378,297,149,244,220,0,198,22,24,883,731,0,556,175,152,325,11.0,8.2,9.8,17.2,353476.83203125,2382.8892956596696
48455,10469,10469,36005039800,201853,0,Census Tract 398,New York,Bronx County,1675,2951,2068,1824,0,1378,297,149,244,220,0,198,22,24,883,731,0,556,175,152,325,11.0,8.2,9.8,17.2,353476.83203125,2382.8892956596696
48456,10458,10458,36005039901,151654,0,Census Tract 399.01,New York,Bronx County,1977,4326,2364,2051,0,1830,147,74,313,313,0,259,54,0,1962,1481,0,1278,203,481,555,12.8,3.6,0.0,24.5,265412.6875,2135.73073804458
48457,10458,10458,36005039902,121399,0,Census Tract 399.02,New York,Bronx County,1968,3992,2487,2054,8,1789,171,86,433,414,0,327,87,19,1505,1261,9,1007,245,244,349,8.7,4.2,4.4,16.2,212446.61328125,2071.77994586334
48458,10468,10468,36005040100,170429,0,Census Tract 401,New York,Bronx County,1681,3489,2274,1841,0,1432,249,160,433,342,0,311,31,91,1215,1061,0,800,261,154,405,11.6,8.7,21.0,12.7,298286.32421875,2277.09048776159
48459,10458,10458,36005040302,62696,0,Census Tract 403.02,New York,Bronx County,1775,3186,2156,1864,0,1481,294,89,292,282,0,262,20,10,1030,800,0,707,93,230,329,10.3,4.8,3.4,22.3,109741.64453125,1790.94085785882
48460,10468,10468,36005040303,87550,0,Census Tract 403.03,New York,Bronx County,2170,3963,2487,2251,0,1881,289,81,236,211,0,184,27,25,1476,1297,0,1206,91,179,285,7.2,3.6,10.6,12.1,153250.76171875,1559.93992905366
48461,10468,10468,36005040304,67355,0,Census Tract 403.04,New York,Bronx County,1440,2542,1787,1532,0,1267,173,92,255,255,0,255,0,0,755,587,0,503,84,168,260,10.2,6.0,0.0,22.3,117894.47265625,1396.4630081082598
48462,10466,10466,36005040400,215289,0,Census Tract 404,New York,Bronx County,1561,2770,1777,1609,0,1351,210,48,168,156,0,139,17,12,993,940,0,613,327,53,113,4.1,3.0,7.1,5.3,377040.3671875,2466.78795903559
48463,10458,10458,36005040501,82860,0,Census Tract 405.01,New York,Bronx County,1816,3326,2019,1831,0,1617,199,15,188,188,0,128,60,0,1307,1153,0,990,163,154,169,5.1,0.8,0.0,11.8,145034.65234375,1838.4889400503
48464,10458,10458,36005040502,141217,0,Census Tract 405.02,New York,Bronx County,3050,5519,3726,3148,0,2590,460,98,578,537,0,354,183,41,1793,1598,0,1390,208,195,334,6.1,3.1,7.1,10.9,247165.421875,2159.63676914459
48465,10466,10466,36005040600,223327,0,Census Tract 406,New York,Bronx County,1547,2941,1799,1676,37,1364,146,129,123,101,0,56,45,22,1142,831,73,566,192,311,462,15.7,7.7,17.9,27.2,391138.05859375,2517.6047358208602
48466,10468,10468,36005040701,58237,0,Census Tract 407.01,New York,Bronx County,1564,2503,1801,1682,0,1371,193,118,119,119,0,119,0,0,702,536,0,477,59,166,284,11.3,7.0,0.0,23.6,101945.66796875,1573.87678809508
48467,10458,10458,36005040702,182164,0,Census Tract 407.02,New York,Bronx County,2887,5462,3610,3242,0,2506,381,355,368,356,0,278,78,12,1852,1339,0,1069,270,513,880,16.1,11.0,3.3,27.7,318864.0078125,2500.0659096783397
48468,10466,10466,36005040800,124014,0,Census Tract 408,New York,Bronx County,1781,3394,2259,1825,0,1653,128,44,434,347,0,260,87,87,1135,1046,0,799,247,89,220,6.5,2.4,20.0,7.8,217213.26171875,2031.1840454686899
48469,10463,10463,36005040900,825703,345779,Census Tract 409,New York,Bronx County,1599,2653,1881,1644,0,1534,65,45,237,197,0,183,14,40,772,676,0,645,31,96,181,6.8,2.7,16.9,12.4,2051062.25,6264.212106495551
48469,10468,10468,36005040900,825703,345779,Census Tract 409,New York,Bronx County,1599,2653,1881,1644,0,1534,65,45,237,197,0,183,14,40,772,676,0,645,31,96,181,6.8,2.7,16.9,12.4,2051062.25,6264.212106495551
48470,10468,10468,36005041100,121611,0,Census Tract 411,New York,Bronx County,1811,3014,2118,1968,0,1498,313,157,150,146,0,110,36,4,896,754,0,516,238,142,303,10.1,8.0,2.7,15.8,212917.74609375,2364.44224569616
48471,10458,10458,36005041300,173358,0,Census Tract 413,New York,Bronx County,4081,5977,4440,4160,0,3627,454,79,280,280,0,280,0,0,1537,1389,0,1322,67,148,227,3.8,1.9,0.0,9.6,303494.67578125,2580.68398468297
48472,10470,10470,36005041400,522982,0,Census Tract 414,New York,Bronx County,2394,4318,2605,2419,36,2106,252,25,186,177,0,166,11,9,1713,1603,28,1340,235,110,144,3.3,1.0,4.8,6.4,916382.69140625,5808.3701492827695
48473,10458,10458,36005041500,135858,0,Census Tract 415,New York,Bronx County,2745,4795,3458,3078,0,2151,594,333,380,355,0,231,124,25,1337,1209,0,1168,41,128,486,10.1,10.8,6.6,9.6,237816.0546875,2090.86972757393
48474,10466,10466,36005041800,268871,0,Census Tract 418,New York,Bronx County,1706,3181,2156,1801,0,1234,472,95,355,327,0,221,106,28,1025,821,0,630,191,204,327,10.3,5.3,7.9,19.9,471029.2421875,2944.47792197294
48474,10470,10470,36005041800,268871,0,Census Tract 418,New York,Bronx County,1706,3181,2156,1801,0,1234,472,95,355,327,0,221,106,28,1025,821,0,630,191,204,327,10.3,5.3,7.9,19.9,471029.2421875,2944.47792197294
48475,10467,10467,36005041900,325906,0,Census Tract 419,New York,Bronx County,2949,5029,3537,3061,0,2635,314,112,476,255,0,192,63,221,1492,1300,0,1137,163,192,525,10.4,3.7,46.4,12.9,570610.22265625,3461.50531912655
48476,10466,10466,36005042000,150497,0,Census Tract 420,New York,Bronx County,1503,2998,1834,1611,0,1108,395,108,223,223,0,208,15,0,1164,834,0,544,290,330,438,14.6,6.7,0.0,28.4,263622.0,2039.62081034464
48477,10467,10467,36005042100,246182,0,Census Tract 421,New York,Bronx County,2316,4247,2786,2395,0,2219,97,79,391,391,0,314,77,0,1461,1192,0,1127,65,269,348,8.2,3.3,0.0,18.4,431084.19921875,3495.7427545985997
48478,10466,10466,36005042200,174693,0,Census Tract 422,New York,Bronx County,1447,2571,1653,1481,66,1253,128,34,172,172,0,161,11,0,918,848,73,656,119,70,104,4.0,2.3,0.0,7.6,305992.21875,2251.5940227983397
48479,10467,10467,36005042300,180376,0,Census Tract 423,New York,Bronx County,1921,3384,2330,2117,0,1833,88,196,213,176,0,101,75,37,1054,847,0,729,118,207,440,13.0,9.3,17.4,19.6,315810.07421875,2493.2481213415804
48480,10466,10466,36005042400,175087,0,Census Tract 424,New York,Bronx County,1172,1951,1327,1254,0,1041,131,82,73,73,0,58,15,0,624,462,0,447,15,162,244,12.5,6.5,0.0,26.0,306664.98046875,2292.9991635389
48481,10458,10458,36005042500,293818,0,Census Tract 425,New York,Bronx County,2915,4727,3573,3082,0,2504,411,167,491,438,0,324,114,53,1154,983,0,685,298,171,391,8.3,5.4,10.8,14.8,514338.1796875,3362.6430068656396
48481,10467,10467,36005042500,293818,0,Census Tract 425,New York,Bronx County,2915,4727,3573,3082,0,2504,411,167,491,438,0,324,114,53,1154,983,0,685,298,171,391,8.3,5.4,10.8,14.8,514338.1796875,3362.6430068656396
48482,10466,10466,36005042600,507577,0,Census Tract 426,New York,Bronx County,3285,5521,3657,3420,0,3086,199,135,237,185,0,185,0,52,1864,1690,0,1495,195,174,361,6.5,3.9,21.9,9.3,889057.0703125,4490.69795601026
48483,10466,10466,36005042800,169199,0,Census Tract 428,New York,Bronx County,1034,1768,1124,1097,5,970,59,63,27,17,0,17,0,10,644,533,12,455,66,111,184,10.4,5.7,37.0,17.2,296397.4609375,2187.87138467439
48484,10467,10467,36005042901,102256,0,Census Tract 429.01,New York,Bronx County,1499,2974,1742,1635,0,1339,160,136,107,89,0,79,10,18,1232,995,0,881,114,237,391,13.1,8.3,16.8,19.2,179023.359375,2612.5362176888198
48485,10467,10467,36005042902,94576,0,Census Tract 429.02,New York,Bronx County,1557,3216,2090,1712,0,1476,81,155,378,378,0,354,24,0,1126,826,11,749,66,300,455,14.1,9.1,0.0,26.6,165586.734375,1853.3471272810998
48486,10466,10466,36005043000,206163,0,Census Tract 430,New York,Bronx County,1570,2947,1919,1677,0,1388,182,107,242,242,0,212,30,0,1028,898,0,825,73,130,237,8.0,6.4,0.0,12.6,361138.3203125,2359.71562226964
48487,10467,10467,36005043100,214577,0,Census Tract 431,New York,Bronx County,3755,7901,4588,4157,0,3096,659,402,431,384,0,333,51,47,3313,2631,36,2157,438,682,1131,14.3,9.7,10.9,20.6,375747.84375,4269.51472988755
48488,10466,10466,36005043400,350972,0,Census Tract 434,New York,Bronx County,1567,2971,1958,1775,0,1247,320,208,183,138,0,138,0,45,1013,884,0,733,151,129,382,12.9,11.7,24.6,12.7,614887.2578125,4180.80882688461
48488,10470,10470,36005043400,350972,0,Census Tract 434,New York,Bronx County,1567,2971,1958,1775,0,1247,320,208,183,138,0,138,0,45,1013,884,0,733,151,129,382,12.9,11.7,24.6,12.7,614887.2578125,4180.80882688461
48489,10467,10467,36005043500,6714066,32176,Census Tract 435,New York,Bronx County,80,226,124,94,0,80,0,14,30,30,0,30,0,0,102,77,0,49,28,25,39,17.3,14.9,0.0,24.5,11817811.6054688,18507.750330106002
48489,10470,10470,36005043500,6714066,32176,Census Tract 435,New York,Bronx County,80,226,124,94,0,80,0,14,30,30,0,30,0,0,102,77,0,49,28,25,39,17.3,14.9,0.0,24.5,11817811.6054688,18507.750330106002
48489,10471,10471,36005043500,6714066,32176,Census Tract 435,New York,Bronx County,80,226,124,94,0,80,0,14,30,30,0,30,0,0,102,77,0,49,28,25,39,17.3,14.9,0.0,24.5,11817811.6054688,18507.750330106002
48490,10466,10466,36005043600,154651,0,Census Tract 436,New York,Bronx County,1014,1667,1109,1038,0,929,85,24,71,71,0,71,0,0,558,501,0,436,65,57,81,4.9,2.3,0.0,10.2,270932.48828125,2249.06828860862
48491,10466,10466,36005044200,242879,0,Census Tract 442,New York,Bronx County,1682,2962,1931,1791,0,1409,273,109,140,129,0,97,32,11,1031,942,0,783,159,89,209,7.1,6.1,7.9,8.6,425587.01171875,2922.00093577454
48491,10470,10470,36005044200,242879,0,Census Tract 442,New York,Bronx County,1682,2962,1931,1791,0,1409,273,109,140,129,0,97,32,11,1031,942,0,783,159,89,209,7.1,6.1,7.9,8.6,425587.01171875,2922.00093577454
48492,10466,10466,36005044400,365065,0,Census Tract 444,New York,Bronx County,2087,3428,2261,2109,0,1915,172,22,152,115,0,96,19,37,1167,1001,0,908,93,166,225,6.6,1.0,24.3,14.2,639601.42578125,3148.7609957847303
48493,10466,10466,36005044800,168089,0,Census Tract 448,New York,Bronx County,1005,1644,1112,1025,0,966,39,20,87,87,0,73,14,0,532,511,0,480,31,21,41,2.5,2.0,0.0,3.9,294461.50390625,2198.3511302781303
48494,10470,10470,36005044901,158135,0,Census Tract 449.01,New York,Bronx County,817,1438,906,828,0,761,56,11,78,72,0,72,0,6,532,340,7,292,41,192,209,14.5,1.3,7.7,36.1,277038.71875,2250.42497678672
48495,10470,10470,36005044902,156698,0,Census Tract 449.02,New York,Bronx County,927,1510,1038,977,7,850,70,50,61,61,0,53,8,0,472,375,0,298,77,97,147,9.7,5.1,0.0,20.6,274533.42578125,2444.26085882956
48496,10470,10470,36005045101,176003,0,Census Tract 451.01,New York,Bronx County,829,1342,863,836,9,813,7,7,27,27,9,18,0,0,479,359,8,340,11,120,127,9.5,0.8,0.0,25.1,308340.08984375,2670.02656788055
48497,10470,10470,36005045102,205999,0,Census Tract 451.02,New York,Bronx County,858,1515,932,893,0,813,45,35,39,39,0,33,6,0,583,441,13,383,45,142,177,11.7,3.9,0.0,24.4,360926.2890625,3464.52492285315
48498,10464,10464,36005045600,826610,16840,Census Tract 456,New York,Bronx County,1763,2868,1902,1788,14,1465,284,25,114,114,0,114,0,0,966,833,13,720,100,133,158,5.5,1.4,0.0,13.8,1461859.15234375,11443.8937951745
48498,10466,10466,36005045600,826610,16840,Census Tract 456,New York,Bronx County,1763,2868,1902,1788,14,1465,284,25,114,114,0,114,0,0,966,833,13,720,100,133,158,5.5,1.4,0.0,13.8,1461859.15234375,11443.8937951745
48498,10475,10475,36005045600,826610,16840,Census Tract 456,New York,Bronx County,1763,2868,1902,1788,14,1465,284,25,114,114,0,114,0,0,966,833,13,720,100,133,158,5.5,1.4,0.0,13.8,1461859.15234375,11443.8937951745
48499,10466,10466,36005045800,239682,0,Census Tract 458,New York,Bronx County,1511,3985,1820,1565,0,1365,146,54,255,255,0,255,0,0,2165,1551,0,1483,68,614,668,16.8,3.5,0.0,28.4,419757.23828125,2608.48014802104
48500,10466,10466,36005046000,287815,0,Census Tract 460,New York,Bronx County,914,2124,1074,954,0,658,256,40,120,120,0,79,41,0,1050,812,0,687,125,238,278,13.1,4.2,0.0,22.7,504000.640625,3032.88613216791
48500,10469,10469,36005046000,287815,0,Census Tract 460,New York,Bronx County,914,2124,1074,954,0,658,256,40,120,120,0,79,41,0,1050,812,0,687,125,238,278,13.1,4.2,0.0,22.7,504000.640625,3032.88613216791
48501,10475,10475,36005046201,2059737,134333,Census Tract 462.01,New York,Bronx County,13142,23251,14216,13444,0,12238,904,302,772,772,0,772,0,0,9035,7161,0,5766,1395,1874,2176,9.4,2.2,0.0,20.7,3657412.8515625,8893.73280570007
48502,10469,10469,36005046202,939524,14970,Census Tract 462.02,New York,Bronx County,3441,6902,4421,3603,34,2996,411,162,818,637,0,528,109,181,2481,2178,0,1719,459,303,646,9.4,4.5,22.1,12.2,1653374.93359375,9360.30877106702
48502,10475,10475,36005046202,939524,14970,Census Tract 462.02,New York,Bronx County,3441,6902,4421,3603,34,2996,411,162,818,637,0,528,109,181,2481,2178,0,1719,459,303,646,9.4,4.5,22.1,12.2,1653374.93359375,9360.30877106702
48503,10466,10466,36005048400,697175,0,Census Tract 484,New York,Bronx County,2225,3462,2493,2272,0,2151,74,47,221,221,0,221,0,0,969,814,0,805,9,155,202,5.8,2.1,0.0,16.0,1220986.34375,5034.12062551075
48504,10464,10464,36005050400,7243541,8954640,Census Tract 504,New York,Bronx County,75,116,94,94,0,62,13,19,0,0,0,0,0,0,22,22,0,13,9,0,19,16.4,20.2,,0.0,12653566.8554688,34897.7875080358
48505,10464,10464,36005051600,1538437,7811636,Census Tract 516,New York,Bronx County,2158,3390,2310,2158,0,2058,100,0,152,137,0,122,15,15,1080,839,0,803,36,241,256,7.6,0.0,9.9,22.3,2849691.640625,16455.7902795506
48506,11201,11201,36047000100,207819,0,Census Tract 1,New York,Kings County,2399,3659,2501,2467,0,2204,195,68,34,34,0,34,0,0,1158,1039,20,970,49,119,187,5.1,2.8,0.0,10.3,361939.609375,2631.5561704277698
48507,11220,11220,36047000200,276929,0,Census Tract 2,New York,Kings County,449,930,557,518,0,353,96,69,39,21,0,21,0,18,373,327,0,225,102,46,133,14.3,13.3,46.2,12.3,481630.18359375,3661.72098063656
48507,11232,11232,36047000200,276929,0,Census Tract 2,New York,Kings County,449,930,557,518,0,353,96,69,39,21,0,21,0,18,373,327,0,225,102,46,133,14.3,13.3,46.2,12.3,481630.18359375,3661.72098063656
48508,11201,11201,36047000301,200994,0,Census Tract 3.01,New York,Kings County,2224,3137,2261,2240,0,2174,50,16,21,21,0,21,0,0,876,805,12,793,0,71,87,2.8,0.7,0.0,8.1,350013.828125,2601.9873452361
48509,11201,11201,36047000501,83724,0,Census Tract 5.01,New York,Kings County,1993,2762,2108,2029,9,1933,51,36,79,79,0,79,0,0,654,492,0,460,32,162,198,7.2,1.8,0.0,24.8,145799.0703125,1943.1793271054898
48510,11201,11201,36047000502,96799,0,Census Tract 5.02,New York,Kings County,1610,2203,1679,1618,10,1555,45,8,61,61,0,61,0,0,524,436,0,425,11,88,96,4.4,0.5,0.0,16.8,168562.18359375,1960.2654000667499
48511,11201,11201,36047000700,176776,0,Census Tract 7,New York,Kings County,2313,3109,2412,2321,0,2261,52,8,91,91,0,91,0,0,697,643,0,643,0,54,62,2.0,0.3,0.0,7.7,303941.4140625,2533.17544348335
48512,11201,11201,36047000900,163469,0,Census Tract 9,New York,Kings County,2713,3341,2808,2713,0,2713,0,0,95,95,0,95,0,0,533,495,0,477,18,38,38,1.1,0.0,0.0,7.1,284626.578125,2373.26961433837
48513,11201,11201,36047001100,168507,0,Census Tract 11,New York,Kings County,1120,1237,1186,1120,0,1102,18,0,66,66,0,66,0,0,51,51,0,51,0,0,0,0.0,0.0,0.0,0.0,293415.58203125,2309.0777577883
48514,11201,11201,36047001300,293167,0,Census Tract 13,New York,Kings County,969,1406,989,969,17,931,21,0,20,20,0,20,0,0,417,360,0,354,6,57,57,4.1,0.0,0.0,13.7,510546.48046875,3076.71354322463
48515,11201,11201,36047001500,307621,0,Census Tract 15,New York,Kings County,4742,6689,5223,4761,0,4686,56,19,462,462,0,426,36,0,1466,1253,0,1104,149,213,232,3.5,0.4,0.0,14.5,535662.8125,3962.7144098689296
48516,11220,11220,36047001800,2020170,4743277,Census Tract 18,New York,Kings County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4149779.109375,21292.8838955924
48516,11232,11232,36047001800,2020170,4743277,Census Tract 18,New York,Kings County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4149779.109375,21292.8838955924
48517,11220,11220,36047002000,154138,0,Census Tract 20,New York,Kings County,554,1106,709,633,0,352,202,79,76,56,0,18,38,20,397,313,0,242,71,84,183,16.5,12.5,26.3,21.2,268034.23828125,2189.2429049671696
48518,11201,11201,36047002100,528955,39281,Census Tract 21,New York,Kings County,3232,3847,3348,3243,0,3194,38,11,105,105,0,105,0,0,499,499,0,485,14,0,11,0.3,0.3,0.0,0.0,859493.12890625,4839.3524941266705
48519,11220,11220,36047002200,340046,0,Census Tract 22,New York,Kings County,1947,3872,2260,2045,0,1615,332,98,215,215,0,174,41,0,1612,1184,0,874,310,428,526,13.6,4.8,0.0,26.6,591229.859375,4135.01559972642
48520,11201,11201,36047002300,182214,0,Census Tract 23,New York,Kings County,916,3341,1660,1137,0,837,79,221,523,371,0,141,230,152,1681,1016,0,912,104,665,1038,31.1,19.4,29.1,39.6,317337.12109375,2526.60808181742
