Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total households,All Households that Have One or More Types of Computing Devices,All Households that Have a Desktop or Laptop,Households that have a Desktop or Laptop with No Other Type of Computing Device,All Households that Have a Smartphone,Households that Have a Smartphone with No Other Type of Computing Device,All Households that Have a Tablet or Other Portable Wireless Computer,Households that Have a Tablet or Other Portable Wireless Computer with No Other Type of Computing Device,All Households that Have an Other Computer,Households that Have an Other Computer with No Other Type of Computing Device,Households that Have No Computer,"Percent of Households that Have No Computer, Smartphone, or Tablet",All Households with an Internet Subscription,Households with Dial-up with No Other Type of Internet Subscription,Households with Broadband of Any Type,All Households with Cellular Data Plan,Households with Cellular Data Plan with No Other Type of Internet Subscription,"All Households with Broadband such as Cable, Fiber Optic or DSL","Households with Broadband such as Cable, Fiber Optic or DSL with No Other Type of Internet Subscription",All Households with Satellite Internet Service,Households with Satellite Internet Service with No Other Type of Internet Subscription,Households with Other Service with No Other Type of Internet Subscription,Households with Internet Access without a Subscription,Households with No Internet Access,Percent of Households with No Internet Access,Shape Area,Shape Length
48239,10459,10459,36005012701,108718,0,Census Tract 127.01,New York,Bronx County,723,512,338,11,496,118,268,3,95,0,211,29.2,392,6,386,232,24,354,149,39,0,0,62,269,37.2,190054.83984375,2035.85651320768
48240,10459,10459,36005012901,156381,0,Census Tract 129.01,New York,Bronx County,1487,1163,827,87,1043,208,617,24,138,0,324,21.8,966,15,951,598,93,795,305,99,42,0,82,439,29.5,273351.87890625,2864.0508400157696
48241,10465,10465,36005013000,116144,0,Census Tract 130,New York,Bronx County,463,429,408,26,366,7,339,7,82,0,34,7.3,434,0,434,310,32,395,110,37,0,0,10,19,4.1,202995.859375,2603.96638235619
48242,10456,10456,36005013100,230967,0,Census Tract 131,New York,Bronx County,1668,1300,942,39,1194,144,934,25,185,0,368,22.1,1211,8,1203,742,191,933,398,117,31,0,64,393,23.6,403769.27734375,2638.68078784506
48242,10459,10459,36005013100,230967,0,Census Tract 131,New York,Bronx County,1668,1300,942,39,1194,144,934,25,185,0,368,22.1,1211,8,1203,742,191,933,398,117,31,0,64,393,23.6,403769.27734375,2638.68078784506
48243,10465,10465,36005013200,604268,925089,Census Tract 132,New York,Bronx County,2483,2244,2154,202,1942,42,1571,12,358,0,239,9.6,2018,0,2018,1301,292,1670,555,114,0,0,158,307,12.4,1056027.2578125,5396.18469829902
48244,10456,10456,36005013300,161159,0,Census Tract 133,New York,Bronx County,2352,1674,1191,86,1499,295,1033,48,59,0,678,28.8,1706,0,1706,1311,197,1480,353,97,0,0,29,617,26.2,281705.94921875,2306.73251948218
48244,10459,10459,36005013300,161159,0,Census Tract 133,New York,Bronx County,2352,1674,1191,86,1499,295,1033,48,59,0,678,28.8,1706,0,1706,1311,197,1480,353,97,0,0,29,617,26.2,281705.94921875,2306.73251948218
48245,10456,10456,36005013500,167404,0,Census Tract 135,New York,Bronx County,1415,1070,769,86,885,160,635,21,127,0,345,24.4,868,0,868,696,108,722,172,16,0,0,27,520,36.7,292660.25,2817.16890071038
48245,10459,10459,36005013500,167404,0,Census Tract 135,New York,Bronx County,1415,1070,769,86,885,160,635,21,127,0,345,24.4,868,0,868,696,108,722,172,16,0,0,27,520,36.7,292660.25,2817.16890071038
48246,10465,10465,36005013800,764724,3460640,Census Tract 138,New York,Bronx County,1070,938,830,122,799,38,673,7,126,0,132,12.3,873,7,866,589,53,794,277,28,0,0,54,143,13.4,1326894.75,8061.92374502655
48247,10451,10451,36005014100,177165,0,Census Tract 141,New York,Bronx County,2182,1890,1301,102,1717,306,1217,0,112,0,292,13.4,1600,0,1600,1406,146,1393,147,84,9,8,95,487,22.3,309693.84765625,2737.97271445901
48247,10456,10456,36005014100,177165,0,Census Tract 141,New York,Bronx County,2182,1890,1301,102,1717,306,1217,0,112,0,292,13.4,1600,0,1600,1406,146,1393,147,84,9,8,95,487,22.3,309693.84765625,2737.97271445901
48248,10451,10451,36005014300,129711,0,Census Tract 143,New York,Bronx County,642,536,303,18,508,138,295,0,70,0,106,16.5,427,0,427,341,105,322,75,9,0,0,36,179,27.9,226768.18359375,2708.16081933577
48248,10456,10456,36005014300,129711,0,Census Tract 143,New York,Bronx County,642,536,303,18,508,138,295,0,70,0,106,16.5,427,0,427,341,105,322,75,9,0,0,36,179,27.9,226768.18359375,2708.16081933577
48249,10465,10465,36005014400,401253,0,Census Tract 144,New York,Bronx County,2289,1620,1079,69,1468,286,1039,67,199,16,669,29.2,1449,0,1449,1041,310,1118,408,91,0,0,162,678,29.6,701353.359375,3974.3978883561
48250,10456,10456,36005014500,181445,0,Census Tract 145,New York,Bronx County,2380,1878,1108,85,1726,420,1016,0,106,0,502,21.1,1572,0,1572,1124,259,1290,448,23,0,0,197,611,25.7,317248.94921875,2265.90520375475
48251,10456,10456,36005014701,138921,0,Census Tract 147.01,New York,Bronx County,1984,1462,903,71,1292,180,1007,49,134,0,522,26.3,1012,0,1012,662,116,896,276,24,0,0,256,716,36.1,242916.4921875,2062.22489845716
48252,10456,10456,36005014702,116305,0,Census Tract 147.02,New York,Bronx County,1659,1353,985,108,1245,171,786,0,64,0,306,18.4,1195,0,1195,917,72,1101,256,0,0,22,67,397,23.9,203384.71875,2077.3993578089603
48253,10456,10456,36005014900,155523,0,Census Tract 149,New York,Bronx County,1623,1359,923,90,1221,237,777,7,65,0,264,16.3,1122,19,1103,875,213,871,203,32,10,0,87,414,25.5,271933.28515625,2373.97206142702
48254,10456,10456,36005015100,208929,0,Census Tract 151,New York,Bronx County,1732,1498,1130,93,1330,116,966,20,144,0,234,13.5,1304,0,1304,922,69,1212,355,57,0,0,47,381,22.0,365296.69140625,3049.16812277025
48254,10459,10459,36005015100,208929,0,Census Tract 151,New York,Bronx County,1732,1498,1130,93,1330,116,966,20,144,0,234,13.5,1304,0,1304,922,69,1212,355,57,0,0,47,381,22.0,365296.69140625,3049.16812277025
48255,10465,10465,36005015200,284310,0,Census Tract 152,New York,Bronx County,910,818,750,103,677,40,492,13,105,0,92,10.1,756,0,756,460,87,637,286,18,0,0,32,122,13.4,497026.79296875,3556.6764062996294
48256,10459,10459,36005015300,236838,0,Census Tract 153,New York,Bronx County,1586,1339,1008,79,1223,224,842,0,210,0,247,15.6,1064,0,1064,733,86,922,331,56,0,0,36,486,30.6,414123.29296875,2940.3634016848305
48256,10460,10460,36005015300,236838,0,Census Tract 153,New York,Bronx County,1586,1339,1008,79,1223,224,842,0,210,0,247,15.6,1064,0,1064,733,86,922,331,56,0,0,36,486,30.6,414123.29296875,2940.3634016848305
48257,10460,10460,36005015500,114986,0,Census Tract 155,New York,Bronx County,1111,911,505,115,702,260,413,29,120,13,200,18.0,756,0,756,331,97,651,417,8,0,0,32,323,29.1,201071.3046875,2354.6230111264003
48258,10459,10459,36005015700,319009,0,Census Tract 157,New York,Bronx County,1516,1382,939,54,1230,157,875,0,268,0,134,8.8,1003,0,1003,630,110,893,373,23,0,0,53,460,30.3,557796.71875,3436.6027618747
48258,10460,10460,36005015700,319009,0,Census Tract 157,New York,Bronx County,1516,1382,939,54,1230,157,875,0,268,0,134,8.8,1003,0,1003,630,110,893,373,23,0,0,53,460,30.3,557796.71875,3436.6027618747
48259,10465,10465,36005015800,162176,0,Census Tract 158,New York,Bronx County,469,341,319,73,228,0,187,6,62,10,128,27.3,340,7,333,152,34,294,163,16,0,0,6,123,26.2,283500.6875,2377.2475312228603
48260,10459,10459,36005015900,103601,0,Census Tract 159,New York,Bronx County,690,509,384,25,468,56,326,16,55,0,181,26.2,495,0,495,302,32,435,177,28,9,0,0,195,28.3,181094.4296875,1798.5643908026102
48261,10465,10465,36005016000,494499,2614648,Census Tract 160,New York,Bronx County,1561,1454,1385,113,1274,44,1030,0,146,0,107,6.9,1383,8,1375,805,83,1241,504,74,0,0,73,105,6.7,864599.6953125,4532.315872956579
48262,10460,10460,36005016100,239125,0,Census Tract 161,New York,Bronx County,1752,1438,877,55,1296,360,661,0,258,25,314,17.9,1125,0,1125,675,82,1033,434,20,0,0,46,581,33.2,418166.8671875,2637.33535188802
48263,10465,10465,36005016200,180646,0,Census Tract 162,New York,Bronx County,576,503,456,40,397,20,369,9,62,0,73,12.7,496,0,496,292,46,413,193,11,5,0,8,72,12.5,315824.4296875,2256.61850571113
48265,10465,10465,36005016400,164578,0,Census Tract 164,New York,Bronx County,433,381,340,17,345,25,295,7,50,0,52,12.0,331,0,331,249,36,285,82,11,0,0,13,89,20.6,287764.171875,2214.6683001432298
48266,10457,10457,36005016500,196842,0,Census Tract 165,New York,Bronx County,341,314,268,17,285,31,167,8,11,0,27,7.9,271,0,271,217,45,226,45,14,0,0,23,47,13.8,344291.94921875,3033.72507949144
48267,10465,10465,36005016600,285611,0,Census Tract 166,New York,Bronx County,773,689,584,68,562,56,473,5,89,0,84,10.9,606,6,600,442,122,441,131,27,0,15,33,134,17.3,499343.453125,3136.8345873781104
48268,10457,10457,36005016700,205837,0,Census Tract 167,New York,Bronx County,1033,853,679,45,787,123,496,0,43,0,180,17.4,712,0,712,610,101,611,97,15,0,0,60,261,25.3,359995.0390625,2651.64288457806
48269,10456,10456,36005016900,92915,0,Census Tract 169,New York,Bronx County,493,427,286,39,358,53,260,25,10,0,66,13.4,341,0,341,281,60,281,50,0,0,0,22,130,26.4,162487.62109375,2121.41880934959
48269,10457,10457,36005016900,92915,0,Census Tract 169,New York,Bronx County,493,427,286,39,358,53,260,25,10,0,66,13.4,341,0,341,281,60,281,50,0,0,0,22,130,26.4,162487.62109375,2121.41880934959
48271,10451,10451,36005017300,165273,0,Census Tract 173,New York,Bronx County,2110,1502,932,74,1419,169,991,0,160,0,608,28.8,1302,0,1302,1060,105,1172,197,13,0,0,122,686,32.5,288928.48828125,2984.1573937755998
48271,10456,10456,36005017300,165273,0,Census Tract 173,New York,Bronx County,2110,1502,932,74,1419,169,991,0,160,0,608,28.8,1302,0,1302,1060,105,1172,197,13,0,0,122,686,32.5,288928.48828125,2984.1573937755998
48272,10456,10456,36005017500,151593,0,Census Tract 175,New York,Bronx County,2743,1933,1284,269,1557,294,961,0,86,0,810,29.5,1468,0,1468,1077,197,1232,292,0,0,39,401,874,31.9,265047.03515625,2307.52987670339
48273,10456,10456,36005017701,106630,0,Census Tract 177.01,New York,Bronx County,1208,1058,787,38,1000,117,754,0,31,0,150,12.4,985,0,985,806,202,752,179,41,0,0,31,192,15.9,186445.9765625,2115.1931103610896
48274,10456,10456,36005017702,140906,0,Census Tract 177.02,New York,Bronx County,1718,1421,1123,51,1292,139,892,19,194,0,297,17.3,1329,0,1329,1006,177,1124,282,67,0,0,43,346,20.1,246402.640625,2777.46021922312
48275,10456,10456,36005017901,76723,0,Census Tract 179.01,New York,Bronx County,1673,1414,1042,79,1254,186,849,9,89,0,259,15.5,1226,3,1223,877,141,1054,335,33,0,0,130,317,18.9,134159.75390625,1478.31743852336
48276,10456,10456,36005017902,77544,0,Census Tract 179.02,New York,Bronx County,1160,1027,798,66,935,100,559,0,89,0,133,11.5,806,0,806,670,58,748,118,11,0,0,53,301,25.9,135603.44921875,1493.7320809453602
48277,10456,10456,36005018101,77226,0,Census Tract 181.01,New York,Bronx County,1045,938,631,126,770,133,432,0,36,10,107,10.2,836,0,836,638,149,649,167,83,25,0,66,143,13.7,135026.37890625,1690.5805010178399
48278,10456,10456,36005018102,96381,0,Census Tract 181.02,New York,Bronx County,1639,1434,1089,21,1371,201,939,11,118,9,205,12.5,1324,0,1324,900,220,1071,380,17,0,0,93,222,13.5,168522.65625,1753.08372753917
48279,10451,10451,36005018301,67872,0,Census Tract 183.01,New York,Bronx County,1995,1417,1210,170,1161,123,850,20,86,22,578,29.0,1213,0,1213,995,106,1099,196,43,0,0,32,750,37.6,118663.70703125,1646.1911532015301
48280,10451,10451,36005018302,112287,0,Census Tract 183.02,New York,Bronx County,1279,1107,714,44,1008,196,721,30,71,0,172,13.4,978,10,968,766,179,778,145,66,11,0,72,229,17.9,196308.55078125,1866.3289901111102
48280,10456,10456,36005018302,112287,0,Census Tract 183.02,New York,Bronx County,1279,1107,714,44,1008,196,721,30,71,0,172,13.4,978,10,968,766,179,778,145,66,11,0,72,229,17.9,196308.55078125,1866.3289901111102
48281,10461,10461,36005018400,447411,0,Census Tract 184,New York,Bronx County,1554,1405,1262,196,1143,85,961,0,92,0,149,9.6,1297,0,1297,851,133,1116,419,56,0,0,34,223,14.4,782422.40625,3668.43017552993
48282,10456,10456,36005018500,412150,0,Census Tract 185,New York,Bronx County,2871,2458,1958,284,2096,295,1500,0,98,0,413,14.4,2035,0,2035,1559,173,1840,464,74,0,0,195,641,22.3,720522.078125,4160.4666817528605
48283,10452,10452,36005018900,355570,0,Census Tract 189,New York,Bronx County,2898,2627,1764,119,2480,477,1288,0,210,0,271,9.4,2070,0,2070,1722,282,1773,348,95,0,0,163,665,22.9,612472.41796875,3182.74605972401
48284,10452,10452,36005019300,241287,0,Census Tract 193,New York,Bronx County,2159,1698,1159,136,1394,158,1204,50,168,0,461,21.4,1129,42,1087,969,163,924,118,72,0,0,316,714,33.1,421939.19140625,3658.52204334498
48285,10461,10461,36005019400,840070,393,Census Tract 194,New York,Bronx County,733,623,564,57,525,29,449,14,93,0,110,15.0,589,1,588,374,70,518,203,9,0,0,6,138,18.8,1469595.51953125,5724.11846687223
48285,10465,10465,36005019400,840070,393,Census Tract 194,New York,Bronx County,733,623,564,57,525,29,449,14,93,0,110,15.0,589,1,588,374,70,518,203,9,0,0,6,138,18.8,1469595.51953125,5724.11846687223
48286,10452,10452,36005019500,219844,0,Census Tract 195,New York,Bronx County,2686,2288,1644,111,2069,413,1111,89,250,0,398,14.8,1831,0,1831,1426,337,1478,339,191,16,0,221,634,23.6,384375.4375,2803.09596526002
48287,10452,10452,36005019700,148088,0,Census Tract 197,New York,Bronx County,2250,1831,1519,127,1612,79,1318,64,263,0,419,18.6,1662,0,1662,1470,178,1431,142,230,0,0,36,552,24.5,258956.16796875,2144.06655405159
48288,10452,10452,36005019900,177088,0,Census Tract 199,New York,Bronx County,2874,2548,1764,214,2232,423,1675,0,160,16,326,11.3,2108,0,2108,1766,297,1792,342,88,0,0,178,588,20.5,309677.8984375,2337.60406376735
48289,10461,10461,36005020000,341895,0,Census Tract 200,New York,Bronx County,1428,1291,1049,85,1160,132,800,4,97,0,137,9.6,1126,0,1126,765,101,1000,345,57,0,0,121,181,12.7,597988.75390625,4438.33985940632
48290,10452,10452,36005020100,282706,0,Census Tract 201,New York,Bronx County,1296,1034,814,72,946,135,574,0,45,0,262,20.2,841,0,841,767,171,670,74,12,0,0,83,372,28.7,494448.79296875,2990.9633933433897
48291,10461,10461,36005020200,124809,0,Census Tract 202,New York,Bronx County,824,618,518,39,548,51,391,16,96,0,206,25.0,559,0,559,356,41,486,181,32,11,11,24,241,29.2,218268.11328125,1913.4857903382199
48291,10462,10462,36005020200,124809,0,Census Tract 202,New York,Bronx County,824,618,518,39,548,51,391,16,96,0,206,25.0,559,0,559,356,41,486,181,32,11,11,24,241,29.2,218268.11328125,1913.4857903382199
48292,10461,10461,36005020400,134282,0,Census Tract 204,New York,Bronx County,1043,906,603,57,791,201,579,42,58,0,137,13.1,785,0,785,487,45,726,298,34,0,0,61,197,18.9,234852.02734375,1913.28586091935
48292,10462,10462,36005020400,134282,0,Census Tract 204,New York,Bronx County,1043,906,603,57,791,201,579,42,58,0,137,13.1,785,0,785,487,45,726,298,34,0,0,61,197,18.9,234852.02734375,1913.28586091935
48293,10453,10453,36005020501,268164,0,Census Tract 205.01,New York,Bronx County,2822,2387,1694,182,2109,373,1461,19,484,18,435,15.4,1891,16,1875,1590,260,1558,174,174,0,0,94,837,29.7,469085.45703125,3025.0025967718398
48294,10453,10453,36005020502,101460,0,Census Tract 205.02,New York,Bronx County,910,706,457,83,600,80,421,16,114,7,204,22.4,587,0,587,493,83,499,72,18,0,0,30,293,32.2,177505.12109375,1773.6159791161301
48295,10462,10462,36005020601,151551,0,Census Tract 206.01,New York,Bronx County,827,657,439,28,611,141,359,0,35,0,170,20.6,582,9,573,460,153,420,113,9,0,0,68,177,21.4,265019.05859375,2324.8228675321698
48296,10452,10452,36005020900,132467,0,Census Tract 209,New York,Bronx County,1709,1400,894,109,1260,264,734,9,33,0,309,18.1,1191,0,1191,958,299,892,169,74,0,0,101,417,24.4,231692.0390625,2092.62644909925
48297,10462,10462,36005021001,192403,0,Census Tract 210.01,New York,Bronx County,3943,3451,2945,328,2861,150,2170,31,596,0,492,12.5,3125,0,3125,1805,250,2841,1193,51,13,0,232,586,14.9,336499.8046875,2872.55407342158
48298,10462,10462,36005021002,172052,0,Census Tract 210.02,New York,Bronx County,3182,2985,2416,171,2573,367,1522,11,507,42,197,6.2,2883,0,2883,1679,193,2669,1204,55,0,0,0,299,9.4,300889.16796875,2462.4346264767
48299,10452,10452,36005021100,153028,0,Census Tract 211,New York,Bronx County,1856,1508,1167,67,1327,190,1089,30,146,0,348,18.8,1316,0,1316,1161,196,1092,107,24,0,15,67,473,25.5,267634.5703125,2510.8487334163
48300,10462,10462,36005021200,101018,0,Census Tract 212,New York,Bronx County,2147,1901,1736,253,1454,119,1281,0,121,0,246,11.5,1688,0,1688,1144,82,1588,512,18,18,0,44,415,19.3,176651.859375,1717.65144381656
48301,10452,10452,36005021301,65397,0,Census Tract 213.01,New York,Bronx County,449,381,281,0,365,36,231,0,32,0,68,15.1,343,7,336,305,63,273,15,13,0,0,9,97,21.6,114396.04296875,1580.14933586431
48302,10452,10452,36005021302,165924,0,Census Tract 213.02,New York,Bronx County,2017,1535,1219,136,1361,196,849,0,22,0,482,23.9,1419,0,1419,1154,162,1207,265,50,0,0,109,489,24.2,290211.9453125,2174.3813503012398
48303,10453,10453,36005021501,91954,0,Census Tract 215.01,New York,Bronx County,1389,1180,861,69,1101,174,745,0,152,0,209,15.0,1011,0,1011,874,144,858,84,33,0,0,81,297,21.4,160862.875,2021.7016460194898
48304,10453,10453,36005021502,155720,0,Census Tract 215.02,New York,Bronx County,2153,1805,1183,139,1631,267,1034,20,109,0,348,16.2,1460,0,1460,1224,237,1223,171,104,0,0,175,518,24.1,272404.6796875,2391.4857572958
48305,10460,10460,36005021601,164035,0,Census Tract 216.01,New York,Bronx County,1655,1504,1141,58,1282,185,881,9,200,18,151,9.1,1224,11,1213,726,112,1049,454,99,0,0,50,381,23.0,286860.56640625,2987.66113051467
48305,10462,10462,36005021601,164035,0,Census Tract 216.01,New York,Bronx County,1655,1504,1141,58,1282,185,881,9,200,18,151,9.1,1224,11,1213,726,112,1049,454,99,0,0,50,381,23.0,286860.56640625,2987.66113051467
48306,10462,10462,36005021602,165504,0,Census Tract 216.02,New York,Bronx County,2429,2253,1811,192,1916,141,1399,52,400,29,176,7.2,2063,30,2033,1466,210,1794,511,88,0,0,57,309,12.7,289427.5625,2855.95993511888
48307,10452,10452,36005021700,161513,0,Census Tract 217,New York,Bronx County,1679,1411,1121,86,1269,137,901,18,112,0,268,16.0,1157,0,1157,965,126,1031,177,44,0,0,20,502,29.9,282538.98046875,3055.0440670882203
48307,10453,10453,36005021700,161513,0,Census Tract 217,New York,Bronx County,1679,1411,1121,86,1269,137,901,18,112,0,268,16.0,1157,0,1157,965,126,1031,177,44,0,0,20,502,29.9,282538.98046875,3055.0440670882203
48308,10460,10460,36005021800,320629,0,Census Tract 218,New York,Bronx County,2320,2146,1688,188,1871,343,1228,0,298,0,174,7.5,1732,0,1732,1012,169,1563,682,70,0,0,64,524,22.6,560700.93359375,3744.27088127818
48309,10452,10452,36005021900,142939,0,Census Tract 219,New York,Bronx County,398,326,159,0,292,88,198,17,41,10,72,18.1,244,0,244,177,55,189,60,30,0,0,10,144,36.2,249979.61328125,2700.0869089314497
48310,10460,10460,36005022000,229296,0,Census Tract 220,New York,Bronx County,676,492,365,19,450,62,338,0,118,15,184,27.2,398,0,398,275,84,314,123,15,0,0,40,238,35.2,401051.86328125,4305.2159456444
48310,10462,10462,36005022000,229296,0,Census Tract 220,New York,Bronx County,676,492,365,19,450,62,338,0,118,15,184,27.2,398,0,398,275,84,314,123,15,0,0,40,238,35.2,401051.86328125,4305.2159456444
48311,10452,10452,36005022101,68119,0,Census Tract 221.01,New York,Bronx County,1261,1101,950,99,957,90,616,15,179,7,160,12.7,980,9,971,789,102,852,124,21,0,0,0,281,22.3,119126.08203125,1560.41764331346
48312,10452,10452,36005022102,78293,0,Census Tract 221.02,New York,Bronx County,1689,1290,854,121,1090,250,651,25,124,12,399,23.6,1097,14,1083,924,249,821,129,0,0,0,27,565,33.5,136915.796875,1573.48588193185
48313,10462,10462,36005022200,221189,0,Census Tract 222,New York,Bronx County,1140,937,800,63,841,77,628,0,224,0,203,17.8,904,0,904,507,187,709,337,32,8,0,78,158,13.9,386784.7109375,3910.2633038914705
48314,10452,10452,36005022300,92765,0,Census Tract 223,New York,Bronx County,1845,1501,915,95,1234,304,797,58,239,9,344,18.6,1166,0,1166,928,127,1033,216,18,6,0,87,592,32.1,162238.88671875,1624.2044038620902
48315,10462,10462,36005022401,85053,0,Census Tract 224.01,New York,Bronx County,1134,998,718,64,903,162,530,0,78,0,136,12.0,833,0,833,511,244,567,292,29,0,0,17,284,25.0,148815.51171875,2033.4799993621302
48316,10462,10462,36005022403,124862,0,Census Tract 224.03,New York,Bronx County,1341,1169,846,66,1035,170,799,9,188,0,172,12.8,1053,13,1040,652,255,769,353,32,0,0,24,264,19.7,218479.765625,2281.91034840173
48317,10462,10462,36005022404,92720,0,Census Tract 224.04,New York,Bronx County,1833,1542,1258,115,1300,138,930,27,243,0,291,15.9,1397,23,1374,818,352,1004,483,20,0,0,53,383,20.9,162221.69140625,1620.9013194839401
48318,10456,10456,36005022500,180022,0,Census Tract 225,New York,Bronx County,2328,1939,1629,47,1856,189,1165,0,215,0,389,16.7,1744,14,1730,1361,219,1487,369,97,0,0,17,567,24.4,314841.95703125,2403.07360080494
48318,10457,10457,36005022500,180022,0,Census Tract 225,New York,Bronx County,2328,1939,1629,47,1856,189,1165,0,215,0,389,16.7,1744,14,1730,1361,219,1487,369,97,0,0,17,567,24.4,314841.95703125,2403.07360080494
48319,10453,10453,36005022701,114009,0,Census Tract 227.01,New York,Bronx County,1856,1583,1212,140,1443,137,1048,0,73,0,273,14.7,1431,0,1431,1129,146,1243,192,95,0,0,53,372,20.0,199432.1171875,1994.3029192960603
48320,10452,10452,36005022702,50556,0,Census Tract 227.02,New York,Bronx County,577,490,307,43,443,132,262,0,19,0,87,15.1,444,2,442,348,118,324,59,15,0,0,4,129,22.4,88430.1796875,1503.1920285728602
48321,10457,10457,36005022703,38660,0,Census Tract 227.03,New York,Bronx County,587,510,442,28,477,56,320,0,13,0,77,13.1,479,0,479,363,19,454,82,31,0,0,0,108,18.4,67620.32421875,1035.79535970384
48322,10462,10462,36005022800,172197,0,Census Tract 228,New York,Bronx County,2332,2024,1683,188,1764,116,1247,15,325,0,308,13.2,1758,16,1742,1074,284,1309,604,74,15,37,125,449,19.3,301274.23828125,2628.60600456876
48323,10457,10457,36005022901,121893,0,Census Tract 229.01,New York,Bronx County,1970,1510,1255,119,1382,141,969,0,103,0,460,23.4,1219,10,1209,964,135,1074,233,49,0,0,122,629,31.9,213220.37109375,1995.75302498394
48324,10457,10457,36005022902,91601,0,Census Tract 229.02,New York,Bronx County,1105,973,637,45,884,219,513,21,32,0,132,11.9,728,0,728,539,153,561,189,34,0,0,63,314,28.4,160217.5546875,1669.11507561661
48325,10462,10462,36005023000,159383,0,Census Tract 230,New York,Bronx County,948,794,639,89,695,133,399,0,50,0,154,16.2,670,0,670,415,158,499,235,20,13,0,55,223,23.5,278824.90625,2618.1642772166397
48326,10457,10457,36005023100,117143,0,Census Tract 231,New York,Bronx County,455,383,270,13,347,46,240,11,8,0,72,15.8,306,0,306,257,46,236,45,18,0,0,28,121,26.6,204907.9296875,1890.98660486435
48327,10462,10462,36005023200,142706,0,Census Tract 232,New York,Bronx County,809,657,550,41,580,51,455,6,212,0,152,18.8,569,0,569,261,107,457,286,38,0,0,48,192,23.7,249631.1484375,2141.8127439261802
48328,10453,10453,36005023301,119112,0,Census Tract 233.01,New York,Bronx County,1545,1320,983,70,1142,171,757,29,81,0,225,14.6,1121,0,1121,962,218,903,104,138,0,0,53,371,24.0,208372.80078125,1817.17320693238
48329,10457,10457,36005023302,62577,0,Census Tract 233.02,New York,Bronx County,988,921,640,49,851,131,502,14,23,0,67,6.8,768,0,768,592,150,611,171,31,0,0,35,185,18.7,109469.75,1445.03240385289
48330,10453,10453,36005023501,68200,0,Census Tract 235.01,New York,Bronx County,1118,867,536,22,773,165,556,31,208,0,251,22.5,709,0,709,589,222,460,63,51,10,0,17,392,35.1,119316.22265625,1989.52475904483
48331,10457,10457,36005023502,96240,0,Census Tract 235.02,New York,Bronx County,1669,1311,953,112,1147,242,756,8,37,0,358,21.4,917,16,901,748,51,837,153,31,0,0,198,554,33.2,168369.23828125,2579.6106078747503
48332,10460,10460,36005023600,92075,0,Census Tract 236,New York,Bronx County,606,451,350,43,375,8,279,0,170,13,155,25.6,389,0,389,169,28,337,195,39,12,0,28,189,31.2,161052.203125,2072.9362530888898
48332,10462,10462,36005023600,92075,0,Census Tract 236,New York,Bronx County,606,451,350,43,375,8,279,0,170,13,155,25.6,389,0,389,169,28,337,195,39,12,0,28,189,31.2,161052.203125,2072.9362530888898
48333,10458,10458,36005023702,47892,0,Census Tract 237.02,New York,Bronx County,331,237,178,25,212,35,119,0,11,0,94,28.4,202,0,202,167,30,166,35,36,0,0,0,129,39.0,83811.703125,1374.7019530384
48334,10468,10468,36005023703,100593,0,Census Tract 237.03,New York,Bronx County,1594,1296,981,168,1105,220,718,0,105,0,298,18.7,1144,0,1144,883,169,975,185,30,0,0,60,390,24.5,176032.1484375,1998.25782535618
48335,10453,10453,36005023704,67466,0,Census Tract 237.04,New York,Bronx County,1325,1184,700,108,1018,203,670,0,68,23,141,10.6,1006,0,1006,863,206,789,70,56,11,0,26,293,22.1,118046.83203125,1460.6845300057598
48336,10462,10462,36005023800,339546,0,Census Tract 238,New York,Bronx County,803,747,621,56,645,65,481,0,152,6,56,7.0,659,5,654,330,125,488,288,23,5,0,30,114,14.2,593899.09375,3573.59730069056
48337,10453,10453,36005023900,178487,0,Census Tract 239,New York,Bronx County,2510,1968,1173,69,1832,466,1019,30,90,0,542,21.6,1719,0,1719,1406,449,1219,262,91,41,0,102,689,27.5,312337.3671875,2946.55463136536
48337,10468,10468,36005023900,178487,0,Census Tract 239,New York,Bronx County,2510,1968,1173,69,1832,466,1019,30,90,0,542,21.6,1719,0,1719,1406,449,1219,262,91,41,0,102,689,27.5,312337.3671875,2946.55463136536
48338,10460,10460,36005024000,239776,0,Census Tract 240,New York,Bronx County,1284,1094,877,92,943,166,585,0,414,0,190,14.8,987,10,977,421,98,879,543,22,0,0,28,269,21.0,419369.15625,2895.9021476052803
48338,10462,10462,36005024000,239776,0,Census Tract 240,New York,Bronx County,1284,1094,877,92,943,166,585,0,414,0,190,14.8,987,10,977,421,98,879,543,22,0,0,28,269,21.0,419369.15625,2895.9021476052803
48339,10453,10453,36005024100,134661,0,Census Tract 241,New York,Bronx County,1958,1695,1238,77,1578,337,1026,22,132,0,263,13.4,1509,0,1509,1400,269,1224,101,107,0,0,34,415,21.2,235601.53515625,2152.48030100332
48340,10453,10453,36005024300,150432,0,Census Tract 243,New York,Bronx County,2004,1611,1235,75,1416,202,990,30,129,0,393,19.6,1275,0,1275,1080,134,1071,129,124,28,0,168,561,28.0,263187.703125,2503.57705407021
