Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population 25 Years and Over in Households,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households,All Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer with Dial-up Internet Subscription Alone,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer with a Broadband Internet Subscription,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have a Computer without an Internet Subscription,Population 25 Years and Over With Less Than High School Graduate or Equivalency in Households that Have No Computer,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households,All Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer with Dial-up Internet Subscription Alone,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer with a Broadband Internet Subscription,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have a Computer without an Internet Subscription,Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have No Computer,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households,All Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer with Dial-up Internet Subscription Alone,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer with a Broadband Internet Subscription,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have a Computer without an Internet Subsription,Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have No Computer,Population 25 Years and Over in Households that Have No Computer,Percent of Population 25 Years and Over in Households that Have No Computer,Percent of Population 25 Years and Over who are Not High School Graduates in Households that Have No Computer,Percent of Population 25 Years and Over who are High School Graduates (Includes Equivalency) or Have Some College or Associate's Degree in Households that Have No Computer,Percent of Population 25 Years and Over who Hold a Bachelor's Degree or Higher in Households that Have No Computer,Shape Area,Shape Length
48257,10460,10460,36005015500,114986,0,Census Tract 155,New York,Bronx County,1811,703,444,0,333,111,259,906,822,0,719,103,84,202,192,0,108,84,10,353,19.5,36.8,9.3,5.0,201071.3046875,2354.6230111264003
48258,10459,10459,36005015700,319009,0,Census Tract 157,New York,Bronx County,3037,1015,847,0,533,314,168,1617,1564,0,1066,498,53,405,384,0,327,57,21,242,8.0,16.6,3.3,5.2,557796.71875,3436.6027618747
48258,10460,10460,36005015700,319009,0,Census Tract 157,New York,Bronx County,3037,1015,847,0,533,314,168,1617,1564,0,1066,498,53,405,384,0,327,57,21,242,8.0,16.6,3.3,5.2,557796.71875,3436.6027618747
48259,10465,10465,36005015800,162176,0,Census Tract 158,New York,Bronx County,769,108,85,13,66,6,23,528,409,0,396,13,119,133,133,0,126,7,0,142,18.5,21.3,22.5,0.0,283500.6875,2377.2475312228603
48260,10459,10459,36005015900,103601,0,Census Tract 159,New York,Bronx County,1261,664,487,0,451,36,177,495,399,0,379,20,96,102,102,0,102,0,0,273,21.6,26.7,19.4,0.0,181094.4296875,1798.5643908026102
48261,10465,10465,36005016000,494499,2614648,Census Tract 160,New York,Bronx County,2811,455,410,0,375,35,45,1526,1426,16,1301,109,100,830,830,0,807,23,0,145,5.2,9.9,6.6,0.0,864599.6953125,4532.315872956579
48262,10460,10460,36005016100,239125,0,Census Tract 161,New York,Bronx County,2716,1134,828,0,514,314,306,1245,1170,0,898,272,75,337,299,0,235,64,38,419,15.4,27.0,6.0,11.3,418166.8671875,2637.33535188802
48263,10465,10465,36005016200,180646,0,Census Tract 162,New York,Bronx County,1162,218,183,0,178,5,35,667,599,0,582,17,68,277,277,0,277,0,0,103,8.9,16.1,10.2,0.0,315824.4296875,2256.61850571113
48265,10465,10465,36005016400,164578,0,Census Tract 164,New York,Bronx County,769,72,59,0,35,24,13,471,427,0,368,59,44,226,215,0,206,9,11,68,8.8,18.1,9.3,4.9,287764.171875,2214.6683001432298
48266,10457,10457,36005016500,196842,0,Census Tract 165,New York,Bronx County,602,117,103,0,86,17,14,383,364,0,298,66,19,102,91,0,83,8,11,44,7.3,12.0,5.0,10.8,344291.94921875,3033.72507949144
48267,10465,10465,36005016600,285611,0,Census Tract 166,New York,Bronx County,1615,194,169,0,131,38,25,1054,989,19,864,106,65,367,356,0,356,0,11,101,6.3,12.9,6.2,3.0,499343.453125,3136.8345873781104
48268,10457,10457,36005016700,205837,0,Census Tract 167,New York,Bronx County,1703,415,302,0,213,89,113,952,805,0,649,156,147,336,336,0,314,22,0,260,15.3,27.2,15.4,0.0,359995.0390625,2651.64288457806
48269,10456,10456,36005016900,92915,0,Census Tract 169,New York,Bronx County,863,310,257,0,235,22,53,413,374,0,285,89,39,140,140,0,131,9,0,92,10.7,17.1,9.4,0.0,162487.62109375,2121.41880934959
48269,10457,10457,36005016900,92915,0,Census Tract 169,New York,Bronx County,863,310,257,0,235,22,53,413,374,0,285,89,39,140,140,0,131,9,0,92,10.7,17.1,9.4,0.0,162487.62109375,2121.41880934959
48271,10451,10451,36005017300,165273,0,Census Tract 173,New York,Bronx County,3642,1629,1056,0,974,82,573,1468,1252,0,980,272,216,545,450,0,420,30,95,884,24.3,35.2,14.7,17.4,288928.48828125,2984.1573937755998
48271,10456,10456,36005017300,165273,0,Census Tract 173,New York,Bronx County,3642,1629,1056,0,974,82,573,1468,1252,0,980,272,216,545,450,0,420,30,95,884,24.3,35.2,14.7,17.4,288928.48828125,2984.1573937755998
48272,10456,10456,36005017500,151593,0,Census Tract 175,New York,Bronx County,4569,1838,1150,0,914,236,688,2312,1876,0,1358,518,436,419,365,0,281,84,54,1178,25.8,37.4,18.9,12.9,265047.03515625,2307.52987670339
48273,10456,10456,36005017701,106630,0,Census Tract 177.01,New York,Bronx County,2549,773,587,0,522,65,186,1483,1433,0,1353,80,50,293,256,0,256,0,37,273,10.7,24.1,3.4,12.6,186445.9765625,2115.1931103610896
48274,10456,10456,36005017702,140906,0,Census Tract 177.02,New York,Bronx County,3641,1302,995,0,911,84,307,1630,1533,0,1392,141,97,709,675,0,580,95,34,438,12.0,23.6,6.0,4.8,246402.640625,2777.46021922312
48275,10456,10456,36005017901,76723,0,Census Tract 179.01,New York,Bronx County,2852,1113,883,6,722,155,230,1360,1211,0,1007,204,149,379,379,0,371,8,0,379,13.3,20.7,11.0,0.0,134159.75390625,1478.31743852336
48276,10456,10456,36005017902,77544,0,Census Tract 179.02,New York,Bronx County,2293,787,661,0,470,191,126,1146,1068,0,953,115,78,360,360,0,270,90,0,204,8.9,16.0,6.8,0.0,135603.44921875,1493.7320809453602
48277,10456,10456,36005018101,77226,0,Census Tract 181.01,New York,Bronx County,1768,646,580,0,502,78,66,991,888,0,710,178,103,131,131,0,117,14,0,169,9.6,10.2,10.4,0.0,135026.37890625,1690.5805010178399
48278,10456,10456,36005018102,96381,0,Census Tract 181.02,New York,Bronx County,3195,961,892,0,799,93,69,1684,1495,0,1360,135,189,550,516,0,485,31,34,292,9.1,7.2,11.2,6.2,168522.65625,1753.08372753917
48279,10451,10451,36005018301,67872,0,Census Tract 183.01,New York,Bronx County,2994,767,447,0,374,73,320,1456,1176,0,932,244,280,771,694,0,614,80,77,677,22.6,41.7,19.2,10.0,118663.70703125,1646.1911532015301
48280,10451,10451,36005018302,112287,0,Census Tract 183.02,New York,Bronx County,2409,654,598,0,521,77,56,1360,1266,10,1082,174,94,395,373,0,347,26,22,172,7.1,8.6,6.9,5.6,196308.55078125,1866.3289901111102
48280,10456,10456,36005018302,112287,0,Census Tract 183.02,New York,Bronx County,2409,654,598,0,521,77,56,1360,1266,10,1082,174,94,395,373,0,347,26,22,172,7.1,8.6,6.9,5.6,196308.55078125,1866.3289901111102
48281,10461,10461,36005018400,447411,0,Census Tract 184,New York,Bronx County,2963,481,339,0,299,40,142,1651,1540,0,1342,198,111,831,810,0,785,25,21,274,9.2,29.5,6.7,2.5,782422.40625,3668.43017552993
48282,10456,10456,36005018500,412150,0,Census Tract 185,New York,Bronx County,5003,1348,1036,0,883,153,312,2967,2505,0,2107,398,462,688,617,0,529,88,71,845,16.9,23.1,15.6,10.3,720522.078125,4160.4666817528605
48283,10452,10452,36005018900,355570,0,Census Tract 189,New York,Bronx County,4736,1677,1432,0,1112,320,245,2370,2282,0,1814,468,88,689,689,0,555,134,0,333,7.0,14.6,3.7,0.0,612472.41796875,3182.74605972401
48284,10452,10452,36005019300,241287,0,Census Tract 193,New York,Bronx County,3229,931,540,42,308,190,391,1750,1572,0,1103,469,178,548,471,0,389,82,77,646,20.0,42.0,10.2,14.1,421939.19140625,3658.52204334498
48285,10461,10461,36005019400,840070,393,Census Tract 194,New York,Bronx County,1574,304,182,3,179,0,122,844,823,0,758,65,21,426,426,1,398,27,0,143,9.1,40.1,2.5,0.0,1469595.51953125,5724.11846687223
48285,10465,10465,36005019400,840070,393,Census Tract 194,New York,Bronx County,1574,304,182,3,179,0,122,844,823,0,758,65,21,426,426,1,398,27,0,143,9.1,40.1,2.5,0.0,1469595.51953125,5724.11846687223
48286,10452,10452,36005019500,219844,0,Census Tract 195,New York,Bronx County,4720,1509,1216,0,913,303,293,2388,2155,0,1799,356,233,823,803,0,686,117,20,546,11.6,19.4,9.8,2.4,384375.4375,2803.09596526002
48287,10452,10452,36005019700,148088,0,Census Tract 197,New York,Bronx County,4120,1725,1391,0,1236,155,334,2104,1964,0,1754,210,140,291,274,0,274,0,17,491,11.9,19.4,6.7,5.8,258956.16796875,2144.06655405159
48288,10452,10452,36005019900,177088,0,Census Tract 199,New York,Bronx County,5488,1738,1385,0,827,558,353,2839,2631,0,2187,444,208,911,879,0,733,146,32,593,10.8,20.3,7.3,3.5,309677.8984375,2337.60406376735
48289,10461,10461,36005020000,341895,0,Census Tract 200,New York,Bronx County,2752,767,723,0,623,100,44,1288,1182,0,998,184,106,697,663,0,629,34,34,184,6.7,5.7,8.2,4.9,597988.75390625,4438.33985940632
48290,10452,10452,36005020100,282706,0,Census Tract 201,New York,Bronx County,2332,823,622,0,451,171,201,1194,1062,0,853,209,132,315,305,0,294,11,10,343,14.7,24.4,11.1,3.2,494448.79296875,2990.9633933433897
48291,10461,10461,36005020200,124809,0,Census Tract 202,New York,Bronx County,1503,368,202,0,156,46,166,828,770,0,716,54,58,307,290,0,290,0,17,241,16.0,45.1,7.0,5.5,218268.11328125,1913.4857903382199
48291,10462,10462,36005020200,124809,0,Census Tract 202,New York,Bronx County,1503,368,202,0,156,46,166,828,770,0,716,54,58,307,290,0,290,0,17,241,16.0,45.1,7.0,5.5,218268.11328125,1913.4857903382199
48292,10461,10461,36005020400,134282,0,Census Tract 204,New York,Bronx County,2208,686,522,0,432,90,164,1098,999,0,924,75,99,424,405,0,373,32,19,282,12.8,23.9,9.0,4.5,234852.02734375,1913.28586091935
48292,10462,10462,36005020400,134282,0,Census Tract 204,New York,Bronx County,2208,686,522,0,432,90,164,1098,999,0,924,75,99,424,405,0,373,32,19,282,12.8,23.9,9.0,4.5,234852.02734375,1913.28586091935
48293,10453,10453,36005020501,268164,0,Census Tract 205.01,New York,Bronx County,4363,1384,897,0,614,283,487,2402,2294,16,1870,408,108,577,546,0,494,52,31,626,14.3,35.2,4.5,5.4,469085.45703125,3025.0025967718398
48294,10453,10453,36005020502,101460,0,Census Tract 205.02,New York,Bronx County,1351,513,327,0,274,53,186,567,536,0,456,80,31,271,248,0,213,35,23,240,17.8,36.3,5.5,8.5,177505.12109375,1773.6159791161301
48295,10462,10462,36005020601,151551,0,Census Tract 206.01,New York,Bronx County,1630,360,304,0,208,96,56,944,720,9,574,137,224,326,312,0,292,20,14,294,18.0,15.6,23.7,4.3,265019.05859375,2324.8228675321698
48296,10452,10452,36005020900,132467,0,Census Tract 209,New York,Bronx County,2872,898,680,0,633,47,218,1468,1337,0,1159,178,131,506,470,0,400,70,36,385,13.4,24.3,8.9,7.1,231692.0390625,2092.62644909925
48297,10462,10462,36005021001,192403,0,Census Tract 210.01,New York,Bronx County,6737,1105,701,0,508,193,404,3912,3601,0,3117,484,311,1720,1702,0,1625,77,18,733,10.9,36.6,7.9,1.0,336499.8046875,2872.55407342158
48298,10462,10462,36005021002,172052,0,Census Tract 210.02,New York,Bronx County,5285,829,649,0,582,67,180,3058,2979,0,2855,124,79,1398,1398,0,1387,11,0,259,4.9,21.7,2.6,0.0,300889.16796875,2462.4346264767
48299,10452,10452,36005021100,153028,0,Census Tract 211,New York,Bronx County,2835,1073,863,0,688,175,210,1452,1189,0,1101,88,263,310,303,0,292,11,7,480,16.9,19.6,18.1,2.3,267634.5703125,2510.8487334163
48300,10462,10462,36005021200,101018,0,Census Tract 212,New York,Bronx County,3551,595,494,0,431,63,101,1957,1796,0,1585,211,161,999,954,0,935,19,45,307,8.6,17.0,8.2,4.5,176651.859375,1717.65144381656
48301,10452,10452,36005021301,65397,0,Census Tract 213.01,New York,Bronx County,789,256,215,0,188,27,41,385,334,16,281,37,51,148,148,0,148,0,0,92,11.7,16.0,13.2,0.0,114396.04296875,1580.14933586431
48302,10452,10452,36005021302,165924,0,Census Tract 213.02,New York,Bronx County,3584,1227,917,0,679,238,310,1788,1573,0,1451,122,215,569,546,0,546,0,23,548,15.3,25.3,12.0,4.0,290211.9453125,2174.3813503012398
48303,10453,10453,36005021501,91954,0,Census Tract 215.01,New York,Bronx County,2477,858,730,0,594,136,128,1223,1100,0,1025,75,123,396,372,0,329,43,24,275,11.1,14.9,10.1,6.1,160862.875,2021.7016460194898
48304,10453,10453,36005021502,155720,0,Census Tract 215.02,New York,Bronx County,3601,1167,968,0,733,235,199,1942,1742,0,1414,328,200,492,475,0,464,11,17,416,11.6,17.1,10.3,3.5,272404.6796875,2391.4857572958
48305,10460,10460,36005021601,164035,0,Census Tract 216.01,New York,Bronx County,2850,597,498,0,470,28,99,1982,1866,38,1513,315,116,271,271,0,223,48,0,215,7.5,16.6,5.9,0.0,286860.56640625,2987.66113051467
48305,10462,10462,36005021601,164035,0,Census Tract 216.01,New York,Bronx County,2850,597,498,0,470,28,99,1982,1866,38,1513,315,116,271,271,0,223,48,0,215,7.5,16.6,5.9,0.0,286860.56640625,2987.66113051467
48306,10462,10462,36005021602,165504,0,Census Tract 216.02,New York,Bronx County,4054,916,887,0,795,92,29,1837,1684,16,1572,96,153,1301,1286,14,1193,79,15,197,4.9,3.2,8.3,1.2,289427.5625,2855.95993511888
48307,10452,10452,36005021700,161513,0,Census Tract 217,New York,Bronx County,2892,896,645,0,414,231,251,1654,1537,0,1442,95,117,342,334,0,278,56,8,376,13.0,28.0,7.1,2.3,282538.98046875,3055.0440670882203
48307,10453,10453,36005021700,161513,0,Census Tract 217,New York,Bronx County,2892,896,645,0,414,231,251,1654,1537,0,1442,95,117,342,334,0,278,56,8,376,13.0,28.0,7.1,2.3,282538.98046875,3055.0440670882203
48308,10460,10460,36005021800,320629,0,Census Tract 218,New York,Bronx County,4558,1464,1362,0,1237,125,102,2500,2420,0,2139,281,80,594,594,0,518,76,0,182,4.0,7.0,3.2,0.0,560700.93359375,3744.27088127818
48309,10452,10452,36005021900,142939,0,Census Tract 219,New York,Bronx County,657,274,221,0,160,61,53,309,277,0,202,75,32,74,63,0,45,18,11,96,14.6,19.3,10.4,14.9,249979.61328125,2700.0869089314497
48310,10460,10460,36005022000,229296,0,Census Tract 220,New York,Bronx County,1299,391,287,0,202,85,104,804,612,0,494,118,192,104,98,0,98,0,6,302,23.2,26.6,23.9,5.8,401051.86328125,4305.2159456444
48310,10462,10462,36005022000,229296,0,Census Tract 220,New York,Bronx County,1299,391,287,0,202,85,104,804,612,0,494,118,192,104,98,0,98,0,6,302,23.2,26.6,23.9,5.8,401051.86328125,4305.2159456444
48311,10452,10452,36005022101,68119,0,Census Tract 221.01,New York,Bronx County,2159,853,724,0,630,94,129,972,920,16,824,80,52,334,327,0,301,26,7,188,8.7,15.1,5.3,2.1,119126.08203125,1560.41764331346
48312,10452,10452,36005022102,78293,0,Census Tract 221.02,New York,Bronx County,3205,1331,985,0,821,164,346,1522,1331,14,1196,121,191,352,308,0,269,39,44,581,18.1,26.0,12.5,12.5,136915.796875,1573.48588193185
48313,10462,10462,36005022200,221189,0,Census Tract 222,New York,Bronx County,2222,535,441,0,401,40,94,1352,1162,0,1064,98,190,335,301,0,262,39,34,318,14.3,17.6,14.1,10.1,386784.7109375,3910.2633038914705
48314,10452,10452,36005022300,92765,0,Census Tract 223,New York,Bronx County,3318,1329,964,0,582,382,365,1638,1432,0,1109,323,206,351,351,0,342,9,0,571,17.2,27.5,12.6,0.0,162238.88671875,1624.2044038620902
48315,10462,10462,36005022401,85053,0,Census Tract 224.01,New York,Bronx County,1875,313,276,0,171,105,37,1044,945,0,810,135,99,518,497,0,417,80,21,157,8.4,11.8,9.5,4.1,148815.51171875,2033.4799993621302
48316,10462,10462,36005022403,124862,0,Census Tract 224.03,New York,Bronx County,2348,411,286,13,269,4,125,1365,1279,0,1141,138,86,572,562,0,556,6,10,221,9.4,30.4,6.3,1.7,218479.765625,2281.91034840173
48317,10462,10462,36005022404,92720,0,Census Tract 224.04,New York,Bronx County,3128,677,571,35,515,21,106,1334,1103,7,999,97,231,1117,1068,0,891,177,49,386,12.3,15.7,17.3,4.4,162221.69140625,1620.9013194839401
48318,10456,10456,36005022500,180022,0,Census Tract 225,New York,Bronx County,4357,1484,1266,0,1031,235,218,2368,2007,14,1823,170,361,505,424,0,424,0,81,660,15.1,14.7,15.2,16.0,314841.95703125,2403.07360080494
48318,10457,10457,36005022500,180022,0,Census Tract 225,New York,Bronx County,4357,1484,1266,0,1031,235,218,2368,2007,14,1823,170,361,505,424,0,424,0,81,660,15.1,14.7,15.2,16.0,314841.95703125,2403.07360080494
48319,10453,10453,36005022701,114009,0,Census Tract 227.01,New York,Bronx County,3195,891,788,0,723,65,103,1660,1445,0,1301,144,215,644,590,0,579,11,54,372,11.6,11.6,13.0,8.4,199432.1171875,1994.3029192960603
48320,10452,10452,36005022702,50556,0,Census Tract 227.02,New York,Bronx County,1058,361,321,0,285,36,40,428,363,2,297,64,65,269,269,0,265,4,0,105,9.9,11.1,15.2,0.0,88430.1796875,1503.1920285728602
48321,10457,10457,36005022703,38660,0,Census Tract 227.03,New York,Bronx County,1034,354,319,0,302,17,35,371,328,0,298,30,43,309,283,0,283,0,26,104,10.1,9.9,11.6,8.4,67620.32421875,1035.79535970384
48322,10462,10462,36005022800,172197,0,Census Tract 228,New York,Bronx County,4169,864,778,0,706,72,86,2213,1937,16,1749,172,276,1092,1074,0,953,121,18,380,9.1,10.0,12.5,1.6,301274.23828125,2628.60600456876
48323,10457,10457,36005022901,121893,0,Census Tract 229.01,New York,Bronx County,3379,1344,736,0,528,208,608,1523,1387,0,1153,234,136,512,487,10,453,24,25,769,22.8,45.2,8.9,4.9,213220.37109375,1995.75302498394
48324,10457,10457,36005022902,91601,0,Census Tract 229.02,New York,Bronx County,2019,637,503,0,369,134,134,1081,981,0,818,163,100,301,301,0,240,61,0,234,11.6,21.0,9.3,0.0,160217.5546875,1669.11507561661
48325,10462,10462,36005023000,159383,0,Census Tract 230,New York,Bronx County,1661,344,311,0,257,54,33,961,828,0,684,144,133,356,356,0,299,57,0,166,10.0,9.6,13.8,0.0,278824.90625,2618.1642772166397
48326,10457,10457,36005023100,117143,0,Census Tract 231,New York,Bronx County,831,308,248,0,193,55,60,456,428,0,357,71,28,67,67,0,67,0,0,88,10.6,19.5,6.1,0.0,204907.9296875,1890.98660486435
48327,10462,10462,36005023200,142706,0,Census Tract 232,New York,Bronx County,1639,358,254,0,212,42,104,877,742,0,625,117,135,404,377,0,360,17,27,266,16.2,29.1,15.4,6.7,249631.1484375,2141.8127439261802
48328,10453,10453,36005023301,119112,0,Census Tract 233.01,New York,Bronx County,2403,724,587,0,510,77,137,1344,1244,0,1060,184,100,335,318,0,318,0,17,254,10.6,18.9,7.4,5.1,208372.80078125,1817.17320693238
48329,10457,10457,36005023302,62577,0,Census Tract 233.02,New York,Bronx County,1982,715,674,0,464,210,41,1039,988,0,876,112,51,228,213,0,194,19,15,107,5.4,5.7,4.9,6.6,109469.75,1445.03240385289
48330,10453,10453,36005023501,68200,0,Census Tract 235.01,New York,Bronx County,1996,762,608,0,479,129,154,1134,982,0,810,172,152,100,92,0,84,8,8,314,15.7,20.2,13.4,8.0,119316.22265625,1989.52475904483
48331,10457,10457,36005023502,96240,0,Census Tract 235.02,New York,Bronx County,2866,1230,938,16,629,293,292,1406,1277,0,809,468,129,230,230,14,216,0,0,421,14.7,23.7,9.2,0.0,168369.23828125,2579.6106078747503
48332,10460,10460,36005023600,92075,0,Census Tract 236,New York,Bronx County,1122,399,234,0,163,71,165,592,519,0,439,80,73,131,123,0,123,0,8,246,21.9,41.4,12.3,6.1,161052.203125,2072.9362530888898
48332,10462,10462,36005023600,92075,0,Census Tract 236,New York,Bronx County,1122,399,234,0,163,71,165,592,519,0,439,80,73,131,123,0,123,0,8,246,21.9,41.4,12.3,6.1,161052.203125,2072.9362530888898
48333,10458,10458,36005023702,47892,0,Census Tract 237.02,New York,Bronx County,695,271,190,0,165,25,81,354,299,0,272,27,55,70,70,0,43,27,0,136,19.6,29.9,15.5,0.0,83811.703125,1374.7019530384
48334,10468,10468,36005023703,100593,0,Census Tract 237.03,New York,Bronx County,3030,1161,895,0,633,262,266,1675,1574,0,1501,73,101,194,174,0,174,0,20,387,12.8,22.9,6.0,10.3,176032.1484375,1998.25782535618
48335,10453,10453,36005023704,67466,0,Census Tract 237.04,New York,Bronx County,2229,976,897,0,707,190,79,1091,1016,0,909,107,75,162,162,0,154,8,0,154,6.9,8.1,6.9,0.0,118046.83203125,1460.6845300057598
48336,10462,10462,36005023800,339546,0,Census Tract 238,New York,Bronx County,1424,300,266,0,205,61,34,804,773,5,694,74,31,320,311,0,293,18,9,74,5.2,11.3,3.9,2.8,593899.09375,3573.59730069056
48337,10453,10453,36005023900,178487,0,Census Tract 239,New York,Bronx County,4506,1914,1436,0,1226,210,478,2204,2007,0,1895,112,197,388,337,0,318,19,51,726,16.1,25.0,8.9,13.1,312337.3671875,2946.55463136536
48337,10468,10468,36005023900,178487,0,Census Tract 239,New York,Bronx County,4506,1914,1436,0,1226,210,478,2204,2007,0,1895,112,197,388,337,0,318,19,51,726,16.1,25.0,8.9,13.1,312337.3671875,2946.55463136536
